UUID,LINK,MODEL,CATEGORY,BRAND
ac8d43ee-1e65-42cd-9ec8-7c2f1afd9104,https://www.zappos.com//p/kamik-miranda-black/product/8916414/color/3,Miranda,Boots,Kamik
aa774569-41c7-4b7f-88f0-afef7c6b3541,https://www.zappos.com//p/david-tate-model-black-lamb-skin/product/9079913/color/30202,Model,Boots,David Tate
4c261825-b85b-4ef3-945f-e28cd281aa51,https://www.zappos.com//p/kamik-kids-stomp-toddler-little-kid-big-kid-red-2/product/126235/color/113300,Stomp (Toddler/Little Kid/Big Kid),Boots,Kamik Kids
df56ddb8-350f-488b-8b1a-9f3fa4d5b214,https://www.zappos.com//p/nike-flex-experience-rn-7-wolf-grey-white-cool-grey/product/8967215/color/250933,Flex Experience RN 7,Sneakers & Athletic Shoes,Nike
7d05f681-5caa-4de1-b7ca-c3b1915a75d6,https://www.zappos.com//p/new-balance-classics-ml574v2-pigment-pigment/product/9051333/color/750946,ML574v2,Sneakers & Athletic Shoes,New Balance Classics
895c4f11-4b35-40bb-8934-18be6fd77e6b,https://www.zappos.com//p/skechers-elm-black/product/8942690/color/3,Elm,Boots,SKECHERS
c5d9c84c-4c3c-4f57-9c89-9112e2188361,https://www.zappos.com//p/hoka-one-one-ora-recovery-slide-black-anthracite/product/8804063/color/3897,Ora Recovery Slide,Sandals,Hoka One One
8ab6e873-7d8c-42cc-972a-c5e133067701,https://www.zappos.com//p/crocs-isabella-jelly-ii-flat-black-black/product/8990691/color/183092,Isabella Jelly II Flat,Flats,Crocs
7132a8ba-93ac-45ea-b8fc-ab133b32712d,https://www.zappos.com//p/vans-sk8-hi-reissue-pig-suede-scooter-true-white/product/8063727/color/763254,SK8-Hi Reissue,Sneakers & Athletic Shoes,Vans
e4c71a80-84c7-4982-a6b9-5acd821c7d03,https://www.zappos.com//p/rachel-kids-lil-harlow-toddler-little-kid-taupe/product/9113345/color/11,Lil Harlow (Toddler/Little Kid),Boots,Rachel Kids
32da55a3-3d56-4e6b-a9e9-366b4526e555,https://www.zappos.com//p/adidas-originals-gazelle-sport-pack-collegiate-navy-white-gold-metallic/product/8809211/color/536929,Gazelle Sport Pack,Sneakers & Athletic Shoes,adidas Originals
e104c11a-5238-4653-8cea-8b5493eabe20,https://www.zappos.com//p/new-balance-wl415v1-black-white/product/8954267/color/151,WL415v1,Sneakers & Athletic Shoes,New Balance
195ceb5e-2291-48e6-9217-210d6d2d28b4,https://www.zappos.com//p/rockport-copley-waterproof-lace-up-boot-black-leather/product/8922909/color/72,Copley Waterproof Lace-Up Boot,Boots,Rockport
494544df-5994-4792-804f-0b853ed2df4c,https://www.zappos.com//p/new-balance-kids-kc696v3-tennis-little-kid-big-kid-blue-white/product/9033353/color/1418,KC696v3 Tennis (Little Kid/Big Kid),Sneakers & Athletic Shoes,New Balance Kids
6087e5ff-97f7-4d67-9151-efa67edb77b0,https://www.zappos.com//p/heelys-launch-little-kid-big-kid-adult-navy/product/8281107/color/9,Launch (Little Kid/Big Kid/Adult),Sneakers & Athletic Shoes,Heelys
193a5876-1064-45ab-aafa-d92e45167125,https://www.zappos.com//p/western-chief-kids-firechief-2-rainboot-toddler-little-kid-big-kid-navy/product/8287209/color/9,Firechief 2 Rainboot (Toddler/Little Kid/Big Kid),Boots,Western Chief Kids
5b00193c-67a9-466e-a3ff-c41190b8d61d,https://www.zappos.com//p/sofft-barcelona-whiskey-canneto/product/9107377/color/710671,Barcelona,Boots,Sofft
1626c886-9ffa-41fe-98c5-4931240ed957,https://www.zappos.com//p/nike-air-zoom-pegasus-35-rust-pink-tropical-pink-guava-ice/product/9012412/color/748862,Air Zoom Pegasus 35,Sneakers & Athletic Shoes,Nike
33893a43-5870-4e51-a13d-a73fe86af691,https://www.zappos.com//p/vans-ultrarange-rapidweld-salt-wash-darkest-spruce-marshmallow/product/8889320/color/762420,UltraRange Rapidweld,Sneakers & Athletic Shoes,Vans
34af5437-8589-4ada-b786-d888d865060e,https://www.zappos.com//p/nike-tanjun-burgundy-ash-metallic-red-bronze/product/8619473/color/768458,Tanjun,Sneakers & Athletic Shoes,Nike
72895e2a-cfc5-484f-9ec9-e9dca5976804,https://www.zappos.com//p/sas-gretchen-black-moon-dust/product/9094854/color/768463,Gretchen,Boots,SAS
850facd8-cab3-4dc5-bc40-ae6e0a2d057b,https://www.zappos.com//p/adidas-originals-kids-swift-run-c-little-kid-olive/product/9069195/color/529,Swift Run C (Little Kid),Sneakers & Athletic Shoes,adidas Originals Kids
bfaabc92-e837-4715-b61f-3d0c0d457a64,https://www.zappos.com//p/taos-footwear-top-star-graphite-distressed/product/9043993/color/733737,Top Star,Sneakers & Athletic Shoes,Taos Footwear
c9ed0315-dedb-4058-b296-436bdbe06b8f,https://www.zappos.com//p/nike-air-zoom-pegasus-35-white-gunsmoke-atmosphere-grey-volt/product/9012241/color/797234,Air Zoom Pegasus 35,Sneakers & Athletic Shoes,Nike
c5d8269b-7b73-4a53-9277-f5cb59c19f91,https://www.zappos.com//p/ugg-coquette-bodacious/product/7138704/color/514633,Coquette,Slippers,UGG
a60c00be-5108-4a75-ab2b-4529be0cf274,https://www.zappos.com//p/olukai-pehuea-black-black/product/8633511/color/183092,Pehuea,Sneakers & Athletic Shoes,OluKai
41b3ede3-24d2-44b8-a6e9-fd4d783098a6,https://www.zappos.com//p/western-chief-kids-limited-edition-printed-rain-boots-toddler-little-kid-heart-parade-navy/product/7257376/color/793938,Limited Edition Printed Rain Boots (Toddler/Little Kid),Boots,Western Chief Kids
b39ba833-39b5-442b-962d-fc528eccf938,https://www.zappos.com//p/new-balance-kids-iv574v1-infant-toddler-conch-shell-blue/product/9000299/color/756591,IV574v1 (Infant/Toddler),Sneakers & Athletic Shoes,New Balance Kids
06201d94-8de3-4110-ad94-f9ea9f49eb11,https://www.zappos.com//p/bandolino-rainaa-black-sleek-patent-pu/product/8912227/color/702346,Rainaa,Heels,Bandolino
ead6f4b3-850a-4021-93da-9fc08aa40e31,https://www.zappos.com//p/converse-chuck-taylor-all-star-seasonal-ox-blue-hero/product/8262452/color/435696,Chuck Taylor All Star Seasonal Ox,Sneakers & Athletic Shoes,Converse
daa7109e-7325-438d-af36-7790a668f945,https://www.zappos.com//p/the-north-face-ultra-109-gtx-tnf-black-dark-shadow-grey/product/8266548/color/352167,Ultra 109 GTX®,Sneakers & Athletic Shoes,The North Face
7ccb5182-84a5-400b-bdff-2870ba6dd6e1,https://www.zappos.com//p/bogs-kids-classic-camo-toddler-little-kid-big-kid-olive-multi/product/8184624/color/42085,Classic Camo (Toddler/Little Kid/Big Kid),Boots,Bogs Kids
2ff5f094-eee9-4e3e-95d4-55d45076c620,https://www.zappos.com//p/skechers-performance-go-walk-4-pursuit-black/product/8735405/color/3,Go Walk 4 - Pursuit,Sneakers & Athletic Shoes,SKECHERS Performance
a6b5b295-45fa-44ea-ac23-27d8af6aad74,https://www.zappos.com//p/nike-kids-flex-contact-little-kid-gym-blue-white-binary-blue/product/8895901/color/695933,Flex Contact (Little Kid),Sneakers & Athletic Shoes,Nike Kids
69406d5a-5f6f-41f8-b152-531d3006f1c0,https://www.zappos.com//p/vionic-cameo-black/product/9066647/color/3,Cameo,Sneakers & Athletic Shoes,VIONIC
0ee8c28a-8598-4bfe-b923-7423c205e355,https://www.zappos.com//p/adidas-kids-adizero-club-tennis-little-kid-big-kid-hi-res-aqua-silver-white/product/9070575/color/760620,Adizero Club Tennis (Little Kid/Big Kid),Sneakers & Athletic Shoes,adidas Kids
b142ba0e-d3dd-4b89-abdd-085a7a970cf1,https://www.zappos.com//p/trotters-sharp-black-soft-nappa-leather-embossed-snake/product/9080062/color/764224,Sharp,Flats,Trotters
335a9b30-ec3b-401e-8ee0-08a2b46e949d,https://www.zappos.com//p/saucony-originals-bullet-grey-tan/product/7294465/color/67247,Bullet,Sneakers & Athletic Shoes,Saucony Originals
c5f88eaa-47b3-4dd7-be9a-144f791ad3e9,https://www.zappos.com//p/sam-edelman-walden-black-modena-calf-leather/product/9131025/color/637499,Walden,Boots,Sam Edelman
400b7f22-639b-44e8-93de-5fe0293ab377,https://www.zappos.com//p/hush-puppies-kids-gavin-little-kid-big-kid-black-leather/product/8956931/color/72,Gavin (Little Kid/Big Kid),Loafers,Hush Puppies Kids
06125f2b-1563-4325-a4bd-a84076dc671b,https://www.zappos.com//p/hush-puppies-mazin-cayto-navy-nubuck/product/8745303/color/494,Mazin Cayto,Boots,Hush Puppies
991558ca-ca79-4107-9713-0be72d022d14,https://www.zappos.com//p/merrell-kids-trail-chaser-little-kid-navy-blue/product/8721074/color/3395,Trail Chaser (Little Kid),Sneakers & Athletic Shoes,Merrell Kids
baa91128-1723-4c2b-8e5c-1248620f8db0,https://www.zappos.com//p/asics-fuzex-lyte-2-indigo-blue-frosted-rose/product/8799637/color/749499,FuzeX Lyte 2,Sneakers & Athletic Shoes,ASICS
c002cf40-83f0-4e69-a217-fdb73a5caef2,https://www.zappos.com//p/ugg-leigh-boot-dark-brown/product/9075859/color/325,Leigh Boot,Boots,UGG
69093580-8e1b-444c-888b-911e17cc6e40,https://www.zappos.com//p/bogs-kids-classic-high-no-handles-toddler-little-kid-big-kid-black/product/7690643/color/3,Classic High No Handles (Toddler/Little Kid/Big Kid),Boots,Bogs Kids
c5e1f8a9-489d-4a2f-8c1a-5e10d220cc87,https://www.zappos.com//p/puma-kids-st-runner-v2-nl-v-little-kid-puma-black-puma-white/product/8992937/color/361131,ST Runner v2 NL V (Little Kid),Sneakers & Athletic Shoes,Puma Kids
2c3f7ff6-c7e9-4345-b0d9-b4334f14a4f6,https://www.zappos.com//p/puma-kids-st-runner-v2-nl-v-little-kid-paradise-pink-puma-white/product/8992942/color/731338,ST Runner v2 NL V (Little Kid),Sneakers & Athletic Shoes,Puma Kids
8f69ee6a-b69a-48c7-8867-ef167a4590c4,https://www.zappos.com//p/stride-rite-srt-daniel-toddler-brown/product/8376607/color/6,SRT Daniel (Toddler),Sneakers & Athletic Shoes,Stride Rite
a430168a-f02c-4ea5-9f8b-211c20362f38,https://www.zappos.com//p/dolce-vita-tate-black-suede/product/8979447/color/106,Tate,Sneakers & Athletic Shoes,Dolce Vita
d8a9b687-3666-4756-908f-03da8e56f9d6,https://www.zappos.com//p/pediped-isabella-flex-toddler-little-kid-black-patent/product/7397816/color/89,Isabella Flex (Toddler/Little Kid),Flats,pediped
2be7a691-4703-41ff-90b7-954a0ab70668,https://www.zappos.com//p/new-balance-kids-ka680v5i-infant-toddler-ice-violet-twilight/product/8983579/color/725766,KA680v5I (Infant/Toddler),Sneakers & Athletic Shoes,New Balance Kids
3bbb18fd-7db0-4076-a4c5-114f43414c35,https://www.zappos.com//p/ugg-kids-classic-ii-waterproof-toddler-little-kid-chestnut/product/8920313/color/278,Classic II Waterproof (Toddler/Little Kid),Boots,UGG Kids
d20e9498-366b-41fd-b60c-c009621ce43b,https://www.zappos.com//p/nike-kids-team-hustle-d8-flyease-big-kid-black-metallic-silver-white/product/8985406/color/20502,Team Hustle D8 FlyEase (Big Kid),Sneakers & Athletic Shoes,Nike Kids
b46d1004-3502-413e-8193-1d0db0752b23,https://www.zappos.com//p/earth-beaufort-garnet-suede/product/9090572/color/61952,Beaufort,Boots,Earth
ed5f2f1a-7741-483e-8936-9c4ea6bc6ea0,https://www.zappos.com//p/birkenstock-professional-birki-by-birkenstock-black/product/7190867/color/3,Professional Birki by Birkenstock,Clogs & Mules,Birkenstock
7ab97a03-2f0a-45b5-bafd-7924a76a7cc8,https://www.zappos.com//p/skechers-lasso-black/product/9104194/color/3,Lasso,Boots,SKECHERS
5529340c-3745-470f-8799-4622d5405a7e,https://www.zappos.com//p/propet-taneka-charcoal/product/9055052/color/275,Taneka,Boots,Propet
83d20841-9b87-4f22-bb45-80cc84268202,https://www.zappos.com//p/saucony-kids-originals-jazz-lite-a-c-little-kid-navy-white/product/8882646/color/513,Originals Jazz Lite A/C (Little Kid),Sneakers & Athletic Shoes,Saucony Kids
8b5beb85-15da-449f-b3ae-acd1dedc1cd8,https://www.zappos.com//p/adidas-adilette-cf-black-white-black/product/8991600/color/11196,Adilette CF+,Sandals,adidas
ecd57681-8ec1-433e-a37b-c2f5536af483,https://www.zappos.com//p/converse-kids-chuck-taylor-all-star-core-hi-infant-toddler-black/product/7553487/color/3,Chuck Taylor® All Star® Core Hi (Infant/Toddler),Sneakers & Athletic Shoes,Converse Kids
f12a0ba0-9ebf-4a02-8f04-b247df3a935c,https://www.zappos.com//p/deer-stags-nordic-slipper-black-microsuede/product/7690907/color/167802,Nordic Slipper,Slippers,Deer Stags
06fdf1d8-3d8d-4bbb-9215-7082ecfa1eaf,https://www.zappos.com//p/walking-cradles-pamela-black-micro-patent-gore/product/8572424/color/575779,Pamela,Heels,Walking Cradles
3301fab6-933f-4065-9185-19f56d73f216,https://www.zappos.com//p/hunter-original-refined-chelsea-gloss-black/product/8787493/color/3,Original Refined Chelsea Gloss,Boots,Hunter
76f9db61-b805-4723-a077-108cd9c5e44e,https://www.zappos.com//p/taos-footwear-crave-black/product/8574971/color/3,Crave,Boots,Taos Footwear
fc064eb3-09ad-45c6-b952-298203acc744,https://www.zappos.com//p/ugg-luci-bow-chestnut/product/8978689/color/278,Luci Bow,Clogs & Mules,UGG
56f612fc-dd76-428f-96f8-bf1afc2fedf1,https://www.zappos.com//p/seychelles-so-blue-bootie-taupe/product/8815205/color/11,So Blue Bootie,Boots,Seychelles
613cd2f6-eb00-4e16-98a6-c85d2e686aaf,https://www.zappos.com//p/sorel-kids-snow-commanderr-toddler-little-kid-black-charcoal/product/8534642/color/133,Snow Commander™ (Toddler/Little Kid),Boots,SOREL Kids
0f76d7cb-663f-4cc9-841a-1d42a5310508,https://www.zappos.com//p/nike-air-zoom-pegasus-35-flyease-barely-grey-hot-punch-geode-teal-black/product/9084571/color/748407,Air Zoom Pegasus 35 FlyEase,Sneakers & Athletic Shoes,Nike
2af295a9-c083-4467-905a-2ec4fc8379d3,https://www.zappos.com//p/vionic-kirra-black/product/8981152/color/3,Kirra,Sandals,VIONIC
3fa95dbe-0d59-435f-9089-6190247cfb5c,https://www.zappos.com//p/comfortiva-posie-soft-spots-tobacco-silk-sheep-ionic/product/8013630/color/367552,Posie - Soft Spots,Flats,Comfortiva
36b561f3-ca05-49e5-92c1-e88d7a8022e7,https://www.zappos.com//p/nike-air-precision-ii-black-white-2/product/9031596/color/196917,Air Precision II,Sneakers & Athletic Shoes,Nike
b240746e-1402-4d88-9b85-c7473413a1cb,https://www.zappos.com//p/converse-chuck-taylor-all-star-dainty-ox-charcoal/product/7894946/color/275,Chuck Taylor® All Star® Dainty Ox,Sneakers & Athletic Shoes,Converse
2a3b3b29-4f68-4f1e-b0a2-dca19dca5a6c,https://www.zappos.com//p/the-north-face-kids-hedgehog-hiker-mid-waterproof-little-kid-big-kid-turbulence-grey-hyper-blue/product/9076800/color/763403,Hedgehog Hiker Mid Waterproof (Little Kid/Big Kid),Boots,The North Face Kids
3c918104-b202-4d2b-b974-21137ebe99ab,https://www.zappos.com//p/ugg-kids-kex-little-kid-big-kid-navy/product/9176110/color/9,Kex (Little Kid/Big Kid),Boots,UGG Kids
dbb30bf4-d94d-4b3f-be50-692bc40359b7,https://www.zappos.com//p/ugg-kids-bailey-bow-ii-little-kid-big-kid-black/product/8921000/color/3,Bailey Bow II (Little Kid/Big Kid),Boots,UGG Kids
d2106501-406b-44bb-b448-57482acfa4c9,https://www.zappos.com//p/david-tate-maxie-black-mini-pebble/product/9079911/color/764159,Maxie,Boots,David Tate
