UUID,LINK,MODEL,CATEGORY,BRAND
4c6457ce-5b0c-454f-9206-521441edb89b,https://www.zappos.com//p/havaianas-top-tiras-flip-flops-steel-grey/product/8851301/color/30172,Top Tiras Flip-Flops,Sandals,Havaianas
cb5f5485-f495-4a14-a767-f009162f14bc,https://www.zappos.com//p/eurosoft-sam-black/product/9123375/color/3,Sam,Flats,EuroSoft
2d3774a1-cfb0-4e02-a695-5a2a1cf5f948,https://www.zappos.com//p/puma-kids-suede-ps-little-kid-big-kid-pink-lady-puma-white-puma-team-gold/product/8710368/color/627726,Suede PS (Little Kid/Big Kid),Sneakers & Athletic Shoes,Puma Kids
e016e8d8-424a-488c-9481-05cd27160824,https://www.zappos.com//p/keen-kids-jasper-slip-on-little-kid-big-kid-dark-earth-mulch/product/9059047/color/688119,Jasper Slip-On (Little Kid/Big Kid),Sneakers & Athletic Shoes,Keen Kids
06ddeccc-9d7f-49e4-bf8a-1c1266bfdb7c,https://www.zappos.com//p/kamik-kids-snowbug-3-toddler-blue-red/product/8163836/color/1843,Snowbug 3 (Toddler),Boots,Kamik Kids
8e9991f1-1e68-4e70-ad00-8f60551bf1cd,https://www.zappos.com//p/blundstone-bl1471-rustic-brown-brogue/product/8960821/color/716227,BL1471,Boots,Blundstone
32c16da2-5b3b-4753-bb88-f14e3d2f6a40,https://www.zappos.com//p/sofft-lindon-black-swank/product/9107311/color/772842,Lindon,Heels,Sofft
2bc5dde3-5eb8-43f8-9283-66cbda5e26ed,https://www.zappos.com//p/ecco-soft-8-tie-black-2/product/8815799/color/60041,Soft 8 Tie,Sneakers & Athletic Shoes,ECCO
d08b8d05-8ef3-4784-b40f-fa514169b1e0,https://www.zappos.com//p/sofft-lindon-peacoat-navy-river-leather/product/9107311/color/805272,Lindon,Heels,Sofft
a1b57fc9-6056-4720-834e-356658080e93,https://www.zappos.com//p/aravon-andrea-ar-bronze/product/8730716/color/200,Andrea-AR,Flats,Aravon
b8d0832b-9a82-4341-bb2e-85344e51ef7c,https://www.zappos.com//p/aravon-andrea-ar-navy/product/8730716/color/9,Andrea-AR,Flats,Aravon
bc66fa11-37c6-4d94-a43f-a3d45a102551,https://www.zappos.com//p/lauren-ralph-lauren-bryna-deep-saddle-tan-deep-saddle-tan-super-soft-leather/product/9084225/color/765253,Bryna,Boots,LAUREN Ralph Lauren
1a80e56b-bbd8-4811-96ab-700acae0ed23,https://www.zappos.com//p/new-balance-coast-v4-phantom-black/product/9084486/color/90014,Coast v4,Sneakers & Athletic Shoes,New Balance
800e63db-b362-4f6a-9bce-fc4fcc666a6e,https://www.zappos.com//p/tretorn-nylite-25-plus-black-tan-multi/product/9030229/color/778866,Nylite 25 Plus,Sneakers & Athletic Shoes,Tretorn
f105e30c-bca7-42f2-a523-d2e18884bedd,https://www.zappos.com//p/massimo-matteo-oxford-wing-tip-jeans/product/8826037/color/2494,Oxford Wing Tip,Oxfords,Massimo Matteo
8095581f-f284-4b60-b2b6-844345ea4892,https://www.zappos.com//p/dansko-professional-beets-patent/product/122568/color/752326,Professional,Clogs & Mules,Dansko
0cce0ab9-5e5d-47bb-9d20-581710563498,https://www.zappos.com//p/lifestride-madison-black/product/9127817/color/3,Madison,Loafers,LifeStride
1ad2f8eb-f958-4ab0-afe5-a050408d747a,https://www.zappos.com//p/asics-gel-cumulus-20-glacier-grey-silver/product/9046778/color/328781,GEL-Cumulus® 20,Sneakers & Athletic Shoes,ASICS
851f9211-d224-47a5-aafc-dbe55557361b,https://www.zappos.com//p/new-balance-mid626v2-grey-blue/product/8650139/color/409,MID626v2,Sneakers & Athletic Shoes,New Balance
ef89ca14-5d91-4173-97fe-b834440e5d66,https://www.zappos.com//p/new-balance-fresh-foam-zante-v4-vivid-coral-black-maldives-blue/product/8990306/color/729983,Fresh Foam Zante v4,Sneakers & Athletic Shoes,New Balance
5b4ddb59-2ab7-4921-863a-6c51978e6649,https://www.zappos.com//p/salt-water-sandal-by-hoy-shoes-sun-san-surfer-toddler-little-kid-tan/product/7532925/color/20,Sun-San - Surfer (Toddler/Little Kid),Sandals,Salt Water Sandal by Hoy Shoes
d48af589-5358-47ea-8260-ecdafd255a56,https://www.zappos.com//p/saucony-redeemer-iso-grey-black/product/9060041/color/408,Redeemer ISO²,Sneakers & Athletic Shoes,Saucony
c7cf175b-25ec-4015-ac3b-e993f5d4e18b,https://www.zappos.com//p/adidas-skateboarding-superstar-vulc-adv-black-white-black/product/8809452/color/11196,Superstar Vulc ADV,Sneakers & Athletic Shoes,adidas Skateboarding
53889658-9dca-4e67-801f-a4289a1a1a47,https://www.zappos.com//p/adidas-skateboarding-stan-smith-black-black-white/product/8854753/color/552963,Stan Smith,Sneakers & Athletic Shoes,adidas Skateboarding
6126e4ca-03c8-4cc8-b121-0c1c3c11d57f,https://www.zappos.com//p/tundra-boots-kids-teddy-4-toddler-little-kid-black-multi/product/7999779/color/80,Teddy 4 (Toddler/Little Kid),Boots,Tundra Boots Kids
4e22e9ca-168c-4d06-a26b-6378606eca9a,https://www.zappos.com//p/aldo-reciso-cognac/product/9094711/color/184651,Reciso,Oxfords,ALDO
2aaa924f-7531-46f9-89f0-5702edfec0db,https://www.zappos.com//p/merrell-terran-ivy-wrap-black/product/9067520/color/3,Terran Ivy Wrap,Sandals,Merrell
45e3e02d-81a3-42d9-82c4-49d69f74e436,https://www.zappos.com//p/diadora-kids-cattura-md-jr-soccer-toddler-little-kid-big-kid-black-pink/product/8745301/color/6583,Cattura MD JR Soccer (Toddler/Little Kid/Big Kid),Sneakers & Athletic Shoes,Diadora Kids
e1ec97e5-157f-41c7-9bb7-7af4c35e558f,https://www.zappos.com//p/sanuk-pair-o-dice-black/product/8727111/color/3,Pair O Dice,Loafers,Sanuk
e52e7bec-5aa0-4ccd-83cf-a8fa9b6dfc81,https://www.zappos.com//p/volatile-patty-brown/product/8962197/color/6,Patty,Boots,VOLATILE
1b649bd3-4d21-449f-a210-a7f6106edc6a,https://www.zappos.com//p/sofft-milan-luggage-oyster/product/8842211/color/667707,Milan,Heels,Sofft
0288918b-9afd-4af6-976d-32370d1391b6,https://www.zappos.com//p/rockport-works-top-shore-black/product/8854368/color/3,Top Shore,Loafers,Rockport Works
