UUID,LINK,MODEL,CATEGORY,BRAND
d3e70bc5-718f-4e78-8220-d05a9c6a8e43,https://www.zappos.com//p/chooka-city-solid-tall-boot-black/product/8892454/color/3,City Solid Tall Boot,Boots,Chooka
b4fcb274-dd0c-428e-b1b9-ba84b0ffcc77,https://www.zappos.com//p/skechers-performance-go-walk-joy-enchant-black-white/product/9025373/color/151,Go Walk Joy - Enchant,Sneakers & Athletic Shoes,SKECHERS Performance
165a7b5b-6ccd-4622-a510-7ffbda4d66d2,https://www.zappos.com//p/chooka-bainbridge-chelsea-ankle-boot-black/product/8892457/color/3,Bainbridge Chelsea Ankle Boot,Boots,Chooka
dd4c692b-1725-4581-aadf-8c4b4820c01d,https://www.zappos.com//p/athletic-propulsion-labs-apl-techloom-phantom-black-white-melange/product/8902769/color/698756,Techloom Phantom,Sneakers & Athletic Shoes,Athletic Propulsion Labs (APL)
c5a4f864-e1cd-4f21-ba1b-ca8b2c39fa74,https://www.zappos.com//p/ecco-shape-55-plateau-shootie-black-black-textile-cow-leather/product/8724791/color/635204,Shape 55 Plateau Shootie,Heels,ECCO
541bf679-9f98-43d8-8b91-006be8fbbfd6,https://www.zappos.com//p/miz-mooz-letty-red/product/8606644/color/585,Letty,Oxfords,Miz Mooz
cb171d41-0d47-4233-86ec-3daf9f0afdf7,https://www.zappos.com//p/bandolino-lapenta-black-leather/product/9087727/color/72,Lapenta,Loafers,Bandolino
dcff3166-7070-4067-b3ef-998c2e260852,https://www.zappos.com//p/bandolino-ota-navy-fabric/product/9087739/color/490,Ota,Heels,Bandolino
fce50d3d-5fe3-4e97-8f3f-77eab4f62624,https://www.zappos.com//p/michael-michael-kors-mk-flex-kitten-pump-admiral-patent/product/8206729/color/710283,MK Flex Kitten Pump,Heels,MICHAEL Michael Kors
42942535-fa3a-4b70-9384-de802f39e5b8,https://www.zappos.com//p/cole-haan-anica-sandal-silver-metallic/product/8951322/color/934,Anica Sandal,Sandals,Cole Haan
e4234ef4-f2a3-441f-9ef3-5db775626e54,https://www.zappos.com//p/veja-v-10-snow-black-flannel-1/product/9167721/color/795604,V-10,Sneakers & Athletic Shoes,VEJA
daefc533-33ff-42df-a11a-37f2bf51f110,https://www.zappos.com//p/eric-michael-isabella-black/product/8940826/color/3,Isabella,Boots,Eric Michael
3b6d84cc-4e0c-48ca-b38c-4925857bdc1f,https://www.zappos.com//p/nike-odyssey-react-oracle-pink-pink-tint-rust-pink/product/9043968/color/748316,Odyssey React,Sneakers & Athletic Shoes,Nike
3e622ff6-ace7-4739-b0c6-92107ebcc112,https://www.zappos.com//p/skechers-performance-gowalk-evolution-ultra-gray/product/9098110/color/8,GOwalk Evolution - Ultra,Sneakers & Athletic Shoes,SKECHERS Performance
9fe4acfc-f72c-43cc-8b12-5b95e04d4d68,https://www.zappos.com//p/hunter-huntress-field-boot-dark-olive/product/9137696/color/341,Huntress Field Boot,Boots,Hunter
b2926dd4-e0a1-4773-a942-05a39016f379,https://www.zappos.com//p/hunter-norris-field-boot-black/product/9137699/color/3,Norris Field Boot,Boots,Hunter
285e54d7-f503-4da5-a8cc-e37fc08e3b7c,https://www.zappos.com//p/skechers-performance-go-walk-joy-navy-white/product/8969202/color/513,Go Walk Joy,Sneakers & Athletic Shoes,SKECHERS Performance
37663963-8f5b-46f0-b300-9a34f7017ca7,https://www.zappos.com//p/j-renee-davet-silver/product/9047105/color/632,Davet,Heels,J. Renee
255518b0-df5f-45df-b5d7-2db7ae6ff973,https://www.zappos.com//p/sanuk-tko-dark-charcoal/product/8625063/color/20847,TKO,Sneakers & Athletic Shoes,Sanuk
1b7580ec-2b0a-462b-be4e-f45cad685e71,https://www.zappos.com//p/sanuk-tko-navy-2/product/8625063/color/124204,TKO,Sneakers & Athletic Shoes,Sanuk
