UUID,LINK,MODEL,CATEGORY,BRAND
cd41f489-134d-405f-86bb-e3e63aeb9a5a,https://www.zappos.com//p/kamik-kids-feathers-little-kid-big-kid-teal/product/9002098/color/695,Feathers (Little Kid/Big Kid),Boots,Kamik Kids
d4380d58-1c2b-462b-b5c0-23a447b76ef8,https://www.zappos.com//p/new-balance-990v4-boot-black-grey/product/8950913/color/139,990v4 Boot,Sneakers & Athletic Shoes,New Balance
1073cc15-82de-4bba-8a0e-abfbcfcf6d43,https://www.zappos.com//p/nike-metcon-free-university-red-white-black/product/9013065/color/29629,Metcon Free,Sneakers & Athletic Shoes,Nike
5f8a4789-d777-4e44-acfc-1dd23ea00939,https://www.zappos.com//p/new-balance-m990v4-angora-angora/product/8681851/color/260032,M990V4,Sneakers & Athletic Shoes,New Balance
4a24f13d-0002-4ec5-91b4-53afbec56526,https://www.zappos.com//p/adidas-running-edgebounce-black-white-shock-pink/product/9056031/color/615865,Edgebounce,Sneakers & Athletic Shoes,adidas Running
0218f2de-29be-400d-9e68-3391e98bfddd,https://www.zappos.com//p/speedo-offshore-strap-black-black-2/product/8237827/color/192523,Offshore Strap,Sneakers & Athletic Shoes,Speedo
515fb55b-3351-47ca-ba2a-e9ede3a9372f,https://www.zappos.com//p/alegria-rene-black-burnish/product/9008943/color/73075,Rene,Clogs & Mules,Alegria
30db6f7e-f7c5-4ccb-a13a-3d0851a1bafd,https://www.zappos.com//p/la-canadienne-sunday-black-suede/product/9057165/color/106,Sunday,Boots,La Canadienne
c0ed3e21-54b0-4651-af0c-b94a14182a19,https://www.zappos.com//p/reebok-crossfit-nano-8-0-twisted-berry-twisted-pink-white-infused-lilac/product/8995621/color/753712,CrossFit® Nano 8.0,Sneakers & Athletic Shoes,Reebok
f1fc180d-d352-4adc-9e2a-ec236047f71b,https://www.zappos.com//p/reebok-crossfit-nano-8-0-white-skull-grey-pure-silver/product/8995621/color/753713,CrossFit® Nano 8.0,Sneakers & Athletic Shoes,Reebok
6f24240d-f5de-4f6e-b1f8-c4ae1aadb8f5,https://www.zappos.com//p/sperry-striper-ii-ltt-nautical-grey/product/9060862/color/401,Striper II LTT Nautical,Sneakers & Athletic Shoes,Sperry
762f80cb-41b6-451b-b41b-2d8e00009981,https://www.zappos.com//p/yellow-box-cliff-black/product/8460263/color/3,Cliff,Sandals,Yellow Box
c70c3bcc-d39f-43e9-ac08-3e74870dfe24,https://www.zappos.com//p/reebok-speed-her-tr-almost-grey-smoky-volcano-whisper-grey-violet/product/9057175/color/753729,Speed Her TR,Sneakers & Athletic Shoes,Reebok
c1c83b64-034e-42e9-ba1a-802acc6bdea4,https://www.zappos.com//p/reebok-speed-her-tr-twisted-berry-rustic-wine-infused-lilac-white-pink/product/9057175/color/753727,Speed Her TR,Sneakers & Athletic Shoes,Reebok
7b040641-a050-452a-8371-c05a55cacfc2,https://www.zappos.com//p/ecco-shape-55-plateau-mj-moon-rock-cow-nubuck/product/9045612/color/749147,Shape 55 Plateau MJ,Heels,ECCO
fdc2b22c-9ef7-475a-b803-a2d0bbd41de8,https://www.zappos.com//p/harley-davidson-annadale-black/product/8571068/color/3,Annadale,Boots,Harley-Davidson
5ccf552e-3e83-4ad3-bd4e-54c796737805,https://www.zappos.com//p/kork-ease-greer-brown/product/8509739/color/6,Greer,Heels,Kork-Ease
3c000d5b-3d67-4126-b8ab-e0bc614dfc2d,https://www.zappos.com//p/teva-midform-universal-black/product/9080016/color/3,Midform Universal,Sandals,Teva
e4ff708d-92d4-44a3-af39-7e85c9cf4ff7,https://www.zappos.com//p/minnetonka-cally-slipper-hot-pink-suede/product/7426131/color/22241,Cally Slipper,Slippers,Minnetonka
55adacef-8790-47dd-b852-cbe918edbcf6,https://www.zappos.com//p/trotters-kari-nude-soft-nappa-leather/product/9080025/color/601767,Kari,Heels,Trotters
f680f82b-97e8-4ec1-99eb-dd2b0bb4afba,https://www.zappos.com//p/ecco-sport-biom-venture-gtx-tie-black-black/product/8777038/color/183092,Biom Venture GTX Tie,Sneakers & Athletic Shoes,ECCO Sport
54bf8a77-3734-4bd0-b2a2-28d336e35f31,https://www.zappos.com//p/reebok-lifestyle-classic-nylon-white-light-grey/product/7231285/color/2551,Classic Nylon,Sneakers & Athletic Shoes,Reebok Lifestyle
ab156d9f-7724-48d7-9df6-a33430dbd921,https://www.zappos.com//p/skechers-reggae-slim-stretch-appeal-navy/product/9033954/color/9,Reggae Slim - Stretch Appeal,Sandals,SKECHERS
aa54546a-6a5a-42dd-9b1a-f45538704dd2,https://www.zappos.com//p/reef-fanning-w-black-mint/product/7221225/color/96220,Fanning W,Sandals,Reef
d23a590e-443f-40e1-ba91-fd145b52cc56,https://www.zappos.com//p/reef-star-cushion-almond/product/7884473/color/25,Star Cushion,Sandals,Reef
fbd1bd8b-e83d-4f1f-aadf-5b2ef3f8f274,https://www.zappos.com//p/skechers-work-sure-track-warfell-black/product/9080034/color/3,Sure Track Warfell,Sneakers & Athletic Shoes,SKECHERS Work
df1f6f4d-3eba-48da-91f0-3dae8355e21e,https://www.zappos.com//p/m-f-western-camila-red-blue-black/product/9109613/color/365040,Camila,Slippers,M&F Western
