UUID,LINK,MODEL,CATEGORY,BRAND
a38a012e-99d3-4c0f-af26-1ae4a66589ef,https://www.zappos.com//p/born-aire-black-suede/product/9078222/color/106,Aire,Boots,Born
90b2679f-3acb-415e-8120-a64d63d12357,https://www.zappos.com//p/hush-puppies-minam-meaghan-brown-leather/product/8991995/color/216,Minam Meaghan,Heels,Hush Puppies
98784332-b9fb-49db-bfca-264760757a97,https://www.zappos.com//p/dansko-professional-cordovan-cabrio/product/8315096/color/10374,Professional,Clogs & Mules,Dansko
1f943751-b665-452c-86a0-a3c0acda3202,https://www.zappos.com//p/new-balance-kids-pc574v1-little-kid-royal-glow-in-the-dark/product/8984782/color/799136,PC574v1 (Little Kid),Sneakers & Athletic Shoes,New Balance Kids
bcf6a3e0-0d1c-44ee-813d-189f4851eba9,https://www.zappos.com//p/birkenstock-tokyo-super-grip-black-leather/product/8268652/color/72,Tokyo Super Grip,Clogs & Mules,Birkenstock
0c4557c6-e28e-45ea-8664-eae2da06286e,https://www.zappos.com//p/propet-stability-x-strap-black/product/8977019/color/3,Stability X Strap,Sneakers & Athletic Shoes,Propet
bcaec9ba-71b2-45d4-96d2-9408296bdf96,https://www.zappos.com//p/nunn-bush-keaton-moc-toe-kiltie-tassel-loafer-black-smooth-leather/product/7618456/color/104,Keaton Moc Toe Kiltie Tassel Loafer,Loafers,Nunn Bush
6804006b-b619-430a-8e35-e08d749bbc97,https://www.zappos.com//p/see-kai-run-kids-stevie-ii-infant-toddler-gray-jersey/product/8816880/color/521484,Stevie II (Infant/Toddler),Sneakers & Athletic Shoes,See Kai Run Kids
b8457cd2-64a4-4e9b-b957-ec21e739ef68,https://www.zappos.com//p/nike-kids-team-hustle-d8-big-kid-game-royal-game-royal-black-white/product/8844938/color/524549,Team Hustle D8 (Big Kid),Sneakers & Athletic Shoes,Nike Kids
ff4b5756-61ec-4500-8d0d-8407292caf68,https://www.zappos.com//p/deer-stags-rockland-black-black/product/9110301/color/183092,Rockland,Boots,Deer Stags
84780b98-40a7-4e5c-812f-b6110bf29685,https://www.zappos.com//p/kristin-cavallari-lash-peep-toe-bootie-black-kid-suede/product/8893315/color/1072,Lash Peep Toe Bootie,Boots,Kristin Cavallari
ad7a0ee8-2d0d-474e-9056-32db20eb7f85,https://www.zappos.com//p/nike-kids-downshifter-8-infant-toddler-elemental-pink-metallic-silver-pink/product/9023159/color/752988,Downshifter 8 (Infant/Toddler),Sneakers & Athletic Shoes,Nike Kids
e824ecd3-af86-4516-aaf8-771555970585,https://www.zappos.com//p/deer-stags-greenpoint-slip-on-loafer-black/product/8203659/color/3,Greenpoint Slip-On Loafer,Loafers,Deer Stags
ba908218-4093-405a-ac12-30dd5236f354,https://www.zappos.com//p/franco-sarto-lavita-black/product/9080056/color/3,Lavita,Heels,Franco Sarto
2215f6d7-23e0-4801-8d59-f5a49eb059e4,https://www.zappos.com//p/saucony-kineta-relay-heather-blue/product/8530949/color/164107,Kineta Relay,Sneakers & Athletic Shoes,Saucony
0af96120-1e39-4f0b-b7da-7a70ea517672,https://www.zappos.com//p/merrell-outmost-mid-vent-waterproof-boulder/product/8895253/color/1681,Outmost Mid Vent Waterproof,Boots,Merrell
70744017-cd80-42ba-aa00-394b26b810bb,https://www.zappos.com//p/saucony-grid-omni-walker-black-black/product/7243787/color/183092,Grid® Omni Walker,Sneakers & Athletic Shoes,Saucony
bcc94eff-90f0-4b7c-9ecf-0327065f1864,https://www.zappos.com//p/stride-rite-sm-milo-infant-toddler-silver-leather/product/9087432/color/3298,SM Milo (Infant/Toddler),Crib Shoes,Stride Rite
fcc89fce-000d-4f59-8e7f-f15683d72699,https://www.zappos.com//p/sorel-conquest-carly-ii-black-silver-sage/product/8894400/color/563032,Conquest Carly II,Boots,SOREL
3935e7dc-2b50-42b6-8943-5b7c8f9bab85,https://www.zappos.com//p/toms-lunata-lace-up-bootie-wheat-suede/product/8707155/color/5673,Lunata Lace-Up Bootie,Boots,TOMS
f38fb572-4334-4135-935c-d2fad0bdbcfd,https://www.zappos.com//p/earth-ronan-black-brush-off-leather/product/8928541/color/20964,Ronan,Boots,Earth
b6fb43d6-5c9c-40e0-bbf7-fc8678ccafa4,https://www.zappos.com//p/rockport-kimly-stretch-bootie-black-microsuede/product/9076476/color/167802,Kimly Stretch Bootie,Boots,Rockport
738de137-d74d-4f65-8a25-648341170037,https://www.zappos.com//p/hoka-one-one-ora-recovery-slide-black-process-blue/product/8804063/color/147052,Ora Recovery Slide,Sandals,Hoka One One
4a1d5ef3-7895-4631-97e2-cee2876528f9,https://www.zappos.com//p/keen-arroyo-ii-slate-black-bronze-green/product/7292303/color/241506,Arroyo II,Sandals,Keen
23cd6cdc-463b-4e44-8415-ec0250a207d3,https://www.zappos.com//p/hunter-original-tall-gloss-rain-boots-military-red/product/7566356/color/268170,Original Tall Gloss Rain Boots,Boots,Hunter
47b3d431-9d7c-4c64-b716-1dfc90460577,https://www.zappos.com//p/ugg-vestmar-chestnut/product/9176099/color/278,Vestmar,Boots,UGG
7a3d4b54-ed9c-476b-8d1e-28dcd0db463c,https://www.zappos.com//p/ugg-jovin-grizzly/product/8916087/color/237127,Jovin,Oxfords,UGG
a7c7d5e0-daac-4ca8-b344-264ad7a8a2cd,https://www.zappos.com//p/timberland-pro-direct-attach-6-soft-toe-wheat-nubuck-leather/product/7180685/color/2099,"Direct Attach 6"" Soft Toe",Boots,Timberland PRO
f029b21a-ed24-4814-a262-54a84d133c17,https://www.zappos.com//p/adidas-outdoor-terrex-ax2r-grey-two-grey-three-chalk-coral/product/8809938/color/727787,Terrex AX2R,Sneakers & Athletic Shoes,adidas Outdoor
9da78531-de09-4764-aaa2-ec14d99682f2,https://www.zappos.com//p/under-armour-kids-ua-ignite-slide-little-kid-big-kid-black-white/product/8795219/color/151,UA Ignite Slide (Little Kid/Big Kid),Sandals,Under Armour Kids
062b07f4-897c-4670-b64c-9877d518eae6,https://www.zappos.com//p/new-balance-wl415v1-pigment-white-1/product/8954267/color/738929,WL415v1,Sneakers & Athletic Shoes,New Balance
08852366-a170-473c-8115-849214bbe2e0,https://www.zappos.com//p/rockport-essential-details-waterproof-plain-toe-oxford-black/product/8286448/color/3,Essential Details Waterproof Plain Toe Oxford,Oxfords,Rockport
9d535ce7-f6fe-47f4-a6f3-e26b4df706ae,https://www.zappos.com//p/new-balance-kids-iv574v1-infant-toddler-silver-silver/product/9168193/color/28242,IV574v1 (Infant/Toddler),Sneakers & Athletic Shoes,New Balance Kids
74e57eff-84e9-45dc-806c-1a1bddb3f597,https://www.zappos.com//p/puma-suede-classic-cabernet/product/7884069/color/16215,Suede Classic,Sneakers & Athletic Shoes,PUMA
e1fc514b-061a-4136-9301-77855bdafcac,https://www.zappos.com//p/see-kai-run-kids-jane-ii-toddler-little-kid-black-patent/product/9063494/color/89,Jane II (Toddler/Little Kid),Flats,See Kai Run Kids
82ec35a0-0b3e-44f1-9836-bbad4519702c,https://www.zappos.com//p/new-balance-kids-pc574v1-little-kid-moroccan-tile-brown-sugar/product/8984782/color/750964,PC574v1 (Little Kid),Sneakers & Athletic Shoes,New Balance Kids
6787a442-f636-430e-b392-a8f9097d5525,https://www.zappos.com//p/merrell-kids-trail-chaser-toddler-gunsmoke/product/9065696/color/2939,Trail Chaser (Toddler),Sneakers & Athletic Shoes,Merrell Kids
ef82488f-ed07-49d8-97dc-45306eaa95ce,https://www.zappos.com//p/crocs-classic-clog-ultraviolet-1/product/7153812/color/661840,Classic Clog,Clogs & Mules,Crocs
e6ce4c25-e54b-4055-a8ff-d60d75e8a4fa,https://www.zappos.com//p/clarks-un-bend-black-leather/product/7344113/color/72,Un.bend,Oxfords,Clarks
1d03102c-041a-4d89-8040-8c4b413b5a94,https://www.zappos.com//p/vince-warren-black-suede/product/8760852/color/106,Warren,Sneakers & Athletic Shoes,Vince
4021d582-5888-4575-bf7a-28d5ae8494e3,https://www.zappos.com//p/converse-chuck-taylor-all-star-madison-mad-for-plaid-ox-black-white-black/product/9066551/color/11196,Chuck Taylor All Star Madison - Mad For Plaid Ox,Sneakers & Athletic Shoes,Converse
73ae1bc7-b5ca-4746-9e20-b2405c499177,https://www.zappos.com//p/converse-chuck-taylor-all-star-madison-salt-and-pepper-ox-violet-dust-dust-purple-white/product/9067236/color/758592,Chuck Taylor All Star Madison - Salt and Pepper Ox,Sneakers & Athletic Shoes,Converse
068d694d-d228-45cb-8e08-c4889ce4d160,https://www.zappos.com//p/jewel-badgley-mischka-alanis-black/product/9091029/color/3,Alanis,Heels,Jewel Badgley Mischka
b96deb45-0334-4e20-815e-2ee10fbcf3d7,https://www.zappos.com//p/new-balance-mw1400v1-dark-brown/product/8603939/color/325,MW1400v1,Boots,New Balance
187d0399-c14c-4ba2-818b-b8473543903a,https://www.zappos.com//p/merrell-jungle-moc-dark-earth-suede/product/7460781/color/363434,Jungle Moc,Loafers,Merrell
f892b577-c1fc-44ed-9c01-97bed15c705e,https://www.zappos.com//p/adidas-kids-goletto-vi-fg-soccer-little-kid-big-kid-core-black-footwear-white-solar-green/product/8811338/color/659864,Goletto VI FG Soccer (Little Kid/Big Kid),Sneakers & Athletic Shoes,adidas Kids
c72b1b9c-1113-4940-9589-522f6a1bf86f,https://www.zappos.com//p/on-cloud-2-0-mulberry-velvet/product/8974407/color/721086,Cloud 2.0,Sneakers & Athletic Shoes,On
6ea29dfe-1afb-445a-b01a-36116aaf1c1d,https://www.zappos.com//p/florsheim-riva-black-nappa/product/104042/color/553119,Riva,Loafers,Florsheim
0bce3ec1-4fba-4910-a44c-327a3b3e1025,https://www.zappos.com//p/vans-sk8-hi-mte-mte-demitasse-ballistic/product/8348962/color/694716,SK8-Hi MTE,Sneakers & Athletic Shoes,Vans
1f7e3471-b7f0-46b2-ac6f-e8225ba3d8cd,https://www.zappos.com//p/toms-elba-toffee-suede-mosaic-tile/product/8983508/color/725887,Elba,Heels,TOMS
57766edb-cadc-4d2e-833e-7ce3ef23d544,https://www.zappos.com//p/adidas-originals-adilette-w-white-wonder-pink/product/7292922/color/239471,adiLETTE® W,Sandals,adidas Originals
6813368c-760e-4538-bb5a-80980b786052,https://www.zappos.com//p/sofft-brenley-paper-mache/product/9099809/color/770518,Brenley,Boots,Sofft
a75b71dd-c3a8-47b3-bc09-2fe74144f0e5,https://www.zappos.com//p/me-too-zayden-navy-suede/product/9105078/color/500,Zayden,Boots,Me Too
17a74b28-ba14-4a7d-bd75-07e8d9a16125,https://www.zappos.com//p/vans-sk8-hi-reissue-pig-suede-stormy-weather-true-white/product/8063727/color/763112,SK8-Hi Reissue,Sneakers & Athletic Shoes,Vans
5c280520-e6f9-4603-9c84-4215da58d67b,https://www.zappos.com//p/franco-sarto-devon-black-butter-nappa-leather/product/9191646/color/685279,Devon,Boots,Franco Sarto
1c195753-369e-4eed-9187-206af4e85ea3,https://www.zappos.com//p/ugg-classic-cardy-black-2/product/7655186/color/60041,Classic Cardy,Boots,UGG
bfc8d7a7-3fa4-40b9-a595-faa5e2f99222,https://www.zappos.com//p/sperry-crest-vibe-washed-linen-grey/product/8791529/color/401,Crest Vibe Washed Linen,Sneakers & Athletic Shoes,Sperry
090fc77e-171f-404f-8f00-557d2121a67d,https://www.zappos.com//p/ugg-annie-boot-black/product/9075870/color/3,Annie Boot,Boots,UGG
dae5c8d2-2d08-4de7-883c-48fcce0bc481,https://www.zappos.com//p/ugg-corinne-boot-black/product/9075885/color/3,Corinne Boot,Boots,UGG
873f9da9-88cc-4502-baa7-b84a61ee6843,https://www.zappos.com//p/j-renee-bambalina-black/product/8775198/color/3,Bambalina,Heels,J. Renee
6a34770a-a824-4287-9712-fda4575c089c,https://www.zappos.com//p/dr-martens-kids-collection-1460-patent-glitter-junior-delaney-boot-little-kid-big-kid-dark-pink-coated-glitter/product/9062497/color/757124,1460 Patent Glitter Junior Delaney Boot (Little Kid/Big Kid),Boots,Dr. Martens Kid's Collection
945bf14c-30da-48f2-8f98-7064731350fe,https://www.zappos.com//p/dr-scholls-madison-oxide-woven-embossed-print/product/8500919/color/718752,Madison,Sneakers & Athletic Shoes,Dr. Scholl's
280e9f31-f48a-4bb5-8efe-0b34cbc19e16,https://www.zappos.com//p/ugg-elvi-chestnut/product/9205706/color/278,Elvi,Boots,UGG
0b88b4bd-c753-46fb-b3bc-fd22a8f07404,https://www.zappos.com//p/brooks-levitate-2-coral-blue-black/product/9045797/color/749205,Levitate 2,Sneakers & Athletic Shoes,Brooks
d44b428d-4030-4119-94d2-f3d6088d98ec,https://www.zappos.com//p/cienta-kids-shoes-56013-infant-toddler-little-kid-big-kid-black-metallic/product/7623153/color/76,56013 (Infant/Toddler/Little Kid/Big Kid),Flats,Cienta Kids Shoes
92e63bd8-f912-4ab2-a92f-2d8a29bdf7f8,https://www.zappos.com//p/new-balance-kids-fuelcore-nitrel-little-kid-big-kid-pink-grey/product/8950875/color/11199,FuelCore NITREL (Little Kid/Big Kid),Sneakers & Athletic Shoes,New Balance Kids
ab6a1d4e-e906-4e2c-868e-f5a039422e4d,https://www.zappos.com//p/new-balance-arishi-v1-black-magnet/product/8907901/color/363604,Arishi v1,Sneakers & Athletic Shoes,New Balance
149c7e75-8424-4f3a-b851-52b1d7a1bfe4,https://www.zappos.com//p/merrell-jungle-moc-waterproof-gunsmoke/product/8233171/color/2939,Jungle Moc Waterproof,Loafers,Merrell
38c39ff1-fb66-4996-97be-c69e3ebecb08,https://www.zappos.com//p/born-malena-tan-cognac-full-grain/product/8811518/color/716291,Malena,Loafers,Born
a5771631-c28f-402e-a832-06875cf88e1d,https://www.zappos.com//p/altra-footwear-torin-3-gray-blue/product/8900573/color/25301,Torin 3,Sneakers & Athletic Shoes,Altra Footwear
9f8e9af5-1c51-427d-972e-67c9ccbab572,https://www.zappos.com//p/skechers-performance-go-walk-max-54601-navy-gray/product/9007965/color/4937,Go Walk Max - 54601,Sneakers & Athletic Shoes,SKECHERS Performance
caae5aad-a074-4140-82a2-d21defa83992,https://www.zappos.com//p/brooks-purecadence-7-black-purple-multi/product/8967136/color/116599,PureCadence 7,Sneakers & Athletic Shoes,Brooks
c2685d3e-a569-4ea9-b4fd-9b12c8fb3044,https://www.zappos.com//p/under-armour-ua-micro-g-assert-7-black-white-white/product/8967442/color/31878,UA Micro G Assert 7,Sneakers & Athletic Shoes,Under Armour
e9d31e19-ca06-469c-9e2c-a0bb7872f716,https://www.zappos.com//p/western-chief-kids-emma-boot-toddler-little-kid-multi/product/9102980/color/767,Emma Boot (Toddler/Little Kid),Boots,Western Chief Kids
6427777b-314b-4e49-bfe6-ada79e1b9a93,https://www.zappos.com//p/nine-west-kids-cyndees-mid-little-kid-big-kid-taupe-microfiber/product/9109563/color/688,Cyndees Mid (Little Kid/Big Kid),Boots,Nine West Kids
d2237752-0fb2-403d-a6d6-970b9da6bed9,https://www.zappos.com//p/propet-stability-walker-medicare-hcpcs-code-a5500-diabetic-shoe-pewter-suede/product/104717/color/558,Stability Walker Medicare/HCPCS Code = A5500 Diabetic Shoe,Sneakers & Athletic Shoes,Propet
327703c7-3b80-4e2d-aa2e-cdef5de96a38,https://www.zappos.com//p/footmates-emma-toddler-little-kid-white/product/8656278/color/14,Emma (Toddler/Little Kid),Flats,FootMates
c69ff846-f7fe-4c49-9abc-c23435072a24,https://www.zappos.com//p/vans-old-skooll-canvas-formula-one/product/7166039/color/569193,Old Skool™,Sneakers & Athletic Shoes,Vans
8443bbac-4e0b-4a48-bffb-6839e270a87e,https://www.zappos.com//p/brooks-ghost-11-gtx-black-orange-ebony/product/9046320/color/749400,Ghost 11 GTX,Sneakers & Athletic Shoes,Brooks
aa3885b6-a7a7-47d0-af7e-cb471e750849,https://www.zappos.com//p/massimo-matteo-penny-keeper-black-bison/product/8422013/color/2431,Penny Keeper,Loafers,Massimo Matteo
14ccdca7-c460-4dac-a3ab-68140775ef14,https://www.zappos.com//p/naot-kirei-black-leather-combo/product/7563148/color/99276,Kirei,Flats,Naot
8e4a107e-c2d4-4337-947b-c732836ab005,https://www.zappos.com//p/oofos-oolala-luxe-platinum-pixel/product/9011948/color/765774,Oolala Luxe,Sandals,OOFOS
8d121338-d94d-4d65-aab7-07d190d44acf,https://www.zappos.com//p/adidas-running-duramo-9-carbon-black-grey-two/product/9056062/color/752932,Duramo 9,Sneakers & Athletic Shoes,adidas Running
e7fc4e4a-5898-489f-936e-2e0e8d438384,https://www.zappos.com//p/dolce-vita-findley-sand-nubuck/product/8564367/color/624,Findley,Boots,Dolce Vita
9e9994f9-c94d-466e-8e7b-36000c36330a,https://www.zappos.com//p/sorel-out-n-aboutt-bootie-elk-natural/product/9053728/color/751813,Out 'N About™ Bootie,Boots,SOREL
ed404292-df9c-4b49-a1c3-175c56d6a6f7,https://www.zappos.com//p/toms-kids-lenny-infant-toddler-little-kid-drizzle-grey-slub-chambray/product/8892531/color/661235,Lenny (Infant/Toddler/Little Kid),Sneakers & Athletic Shoes,TOMS Kids
57eb15b9-10a6-4051-bea0-fa61c2e5d877,https://www.zappos.com//p/new-balance-classics-wl520-overcast/product/9042323/color/98449,WL520,Sneakers & Athletic Shoes,New Balance Classics
da07d5ff-31a2-4bf3-a11b-2edd498fb0f8,https://www.zappos.com//p/dansko-franny-black-milled-nappa/product/8905024/color/699787,Franny,Loafers,Dansko
c270ec19-818a-470e-9e62-7d54ad0e8296,https://www.zappos.com//p/dansko-jane-black-burnished-nappa/product/8905033/color/284570,Jane,Clogs & Mules,Dansko
fd14858a-4ec7-4be7-8c25-a0801a7755e9,https://www.zappos.com//p/naturalizer-whitney-cookie-dough-suede/product/8815456/color/757781,Whitney,Heels,Naturalizer
02f6b215-7a12-44f9-aaa7-42b6bdb1cb72,https://www.zappos.com//p/nine-west-margot-pump-black2-leather/product/8261936/color/258499,Margot Pump,Heels,Nine West
90459e09-4e64-4e73-bd27-25fd211f285b,https://www.zappos.com//p/blowfish-mondo-grey-smoked-16-oz-canvas-dark-grey-cecilia-pu/product/8902307/color/698671,Mondo,Sneakers & Athletic Shoes,Blowfish
599bb4cb-55db-4e06-ac6a-9f576d820c71,https://www.zappos.com//p/munro-plum-black-stretch-fabric/product/9110588/color/2007,Plum,Loafers,Munro
fa0a65cf-10d4-4644-b621-036cfac82616,https://www.zappos.com//p/tory-burch-miller-flip-flop-sandal-sand/product/8461136/color/621,Miller Flip Flop Sandal,Sandals,Tory Burch
3fda731b-71c4-4b5a-bafd-57a0536d32e3,https://www.zappos.com//p/new-balance-kids-kvurgv2p-little-kid-pink-zing-polaris/product/8983519/color/754111,KVURGv2P (Little Kid),Sneakers & Athletic Shoes,New Balance Kids
d9ed5ce6-7ae4-4d69-bded-236ea5e1bb29,https://www.zappos.com//p/lifestride-parigi-tender-taupe-vinci/product/8083767/color/600414,Parigi,Heels,LifeStride
6da6d841-f86c-4b44-b3d1-f454c07a16fc,https://www.zappos.com//p/michael-michael-kors-mk-flex-kitten-pump-black-silver-glitter-chain-mesh/product/9118088/color/648293,MK-Flex Kitten Pump,Heels,MICHAEL Michael Kors
6f3cf515-bca9-4936-8b3c-223b2e0f9836,https://www.zappos.com//p/new-balance-minimus-10v1-black-blue/product/8816505/color/2557,Minimus 10v1,Sneakers & Athletic Shoes,New Balance
a221a036-f75c-48d5-aac1-935d2daa465b,https://www.zappos.com//p/nike-kids-tanjun-little-kid-wolf-grey-white-white/product/8621510/color/301807,Tanjun (Little Kid),Sneakers & Athletic Shoes,Nike Kids
f5e2da48-f690-419d-b5e0-1640692dc71c,https://www.zappos.com//p/jessica-simpson-carolynn-black-oiled-suede/product/9144864/color/1080,Carolynn,Boots,Jessica Simpson
