UUID,LINK,MODEL,CATEGORY,BRAND
eba01ae3-070c-4b03-a3f5-4318323eb89b,https://www.zappos.com//p/nina-gaelen-silver-diamond-mesh-glitter/product/9107097/color/772778,Gaelen,Heels,Nina
09c79b38-56d9-452a-8cf1-711d8a313b2b,https://www.zappos.com//p/salomon-quest-prime-gtx-canteen-wren-martini-olive/product/8628406/color/758292,Quest Prime GTX®,Boots,Salomon
74766492-be1e-43d4-903a-8ef15c95416b,https://www.zappos.com//p/dr-scholls-scout-high-original-collection-black-leather/product/9032125/color/72,Scout High - Original Collection,Heels,Dr. Scholl's
f6c97008-8c11-4201-b7e2-dcc1644ef84a,https://www.zappos.com//p/salomon-x-mission-3-urban-chic-black-guacamole/product/8628432/color/758274,X-Mission 3,Sneakers & Athletic Shoes,Salomon
fe2cea8a-6f43-499b-ab2c-e8e3f49bbaec,https://www.zappos.com//p/trotters-aubrey-black-soft-nappa-leather/product/9079981/color/140205,Aubrey,Flats,Trotters
77a6671d-3031-46b3-b40a-9e7d8cdd5a0d,https://www.zappos.com//p/spring-step-heroic-black/product/8618717/color/3,Heroic,Boots,Spring Step
ee365ce8-1cd1-4cfe-9dcc-8a021fe16d8b,https://www.zappos.com//p/skechers-work-nampa-wyola-black/product/9154506/color/3,Nampa - Wyola,Sneakers & Athletic Shoes,SKECHERS Work
b4bf5e52-e43f-485d-bc9a-fba569197e89,https://www.zappos.com//p/dv-by-dolce-vita-knock-black-stella/product/9135823/color/226181,Knock,Boots,DV by Dolce Vita
980353fd-cb0c-457e-8ec5-34220d31eb39,https://www.zappos.com//p/adidas-originals-kids-n-5923-cls-i-toddler-chalk-pink-white/product/8983266/color/722727,N-5923 CLS I (Toddler),Sneakers & Athletic Shoes,adidas Originals Kids
fa2c1a52-76c4-4e57-a062-0a66d72880cb,https://www.zappos.com//p/lauren-ralph-lauren-cecilia-dark-navy-shanthung/product/7406098/color/474647,Cecilia,Heels,LAUREN Ralph Lauren
3cec0510-3356-43ec-a9d3-8342aabf34b6,https://www.zappos.com//p/dansko-professional-blue-damask-patent/product/122568/color/727510,Professional,Clogs & Mules,Dansko
70b9bdcd-4189-49d0-8da4-030668be66eb,https://www.zappos.com//p/lartiste-by-spring-step-libora-black/product/9181641/color/3,Libora,Loafers,L'Artiste by Spring Step
086ee6b7-22f6-45d7-be4a-18a8c90f17d7,https://www.zappos.com//p/dr-scholls-loma-toasted-coconut-linear-embossed/product/9103760/color/771898,Loma,Flats,Dr. Scholl's
