UUID,LINK,MODEL,CATEGORY,BRAND
867dc2d4-efc6-4043-87aa-3365129024c4,https://www.zappos.com//p/bogs-sweetpea-slip-on-wine/product/8982027/color/17,Sweetpea Slip-On,Loafers,Bogs
fb438711-59a8-4e55-a168-29dd97615d50,https://www.zappos.com//p/the-north-face-ultra-109-weinreimer-brown-leapord-yellow/product/9140303/color/782368,Ultra 109,Sneakers & Athletic Shoes,The North Face
09068270-1c9a-4fc4-9983-c66314c5aac3,https://www.zappos.com//p/bogs-sweetpea-boots-sage/product/8982028/color/2105,Sweetpea Boots,Boots,Bogs
02236085-8a0a-4d59-ae33-466d0490c01f,https://www.zappos.com//p/vaneli-melea-black-polang/product/7219354/color/668055,Melea,Heels,Vaneli
13625c60-05b6-46cc-8383-cd110822b4f4,https://www.zappos.com//p/trask-brady-black-norwegian-elk/product/8317986/color/590270,Brady,Boots,Trask
111291b0-204a-4193-a0a0-81006216b005,https://www.zappos.com//p/pediped-force-grip-n-go-toddler-lavender/product/8645613/color/427,Force Grip n Go (Toddler),Sneakers & Athletic Shoes,pediped
66267547-b505-48b7-b219-7c128e6312c6,https://www.zappos.com//p/the-north-face-thermoballl-traction-mule-iv-shiny-blackened-pearl-foil-grey/product/9068372/color/759539,ThermoBall™ Traction Mule IV,Clogs & Mules,The North Face
40a1a139-667c-4c48-806d-24792abe60c0,https://www.zappos.com//p/converse-chuck-taylor-all-star-ox-perf-canvas-cherry-blossom-white-white/product/9025663/color/742204,Chuck Taylor® All Star® Ox - Perf Canvas,Sneakers & Athletic Shoes,Converse
74cdf979-1bca-4f61-bbeb-5e21612db089,https://www.zappos.com//p/pediped-force-grip-n-go-toddler-hot-pink/product/8645613/color/418,Force Grip n Go (Toddler),Sneakers & Athletic Shoes,pediped
76685886-a527-444a-ad68-c7cfb58ed872,https://www.zappos.com//p/toms-carmel-infinity-blue-heritage-canvas/product/9066691/color/758660,Carmel,Sneakers & Athletic Shoes,TOMS
