UUID,LINK,MODEL,CATEGORY,BRAND
6670b7f0-3884-49aa-be92-56d80f5cb2b8,https://www.zappos.com//p/body-glove-manhattan-grape-leaf/product/9137032/color/84403,Manhattan,Sneakers & Athletic Shoes,Body Glove
ab261da6-ff58-4732-8a9f-173ffeb7fadf,https://www.zappos.com//p/trask-sadler-black-sheepskin/product/8731423/color/101,Sadler,Loafers,Trask
9bbbcbac-117c-45be-b8d7-39b52ff6adca,https://www.zappos.com//p/massimo-matteo-saffiano-penny-moc-black/product/8684316/color/3,Saffiano Penny Moc,Loafers,Massimo Matteo
00a11640-d86b-4d5e-9b54-3105bb8ab685,https://www.zappos.com//p/trask-sherwood-black-american-steer/product/9048243/color/515740,Sherwood,Loafers,Trask
57a198ca-dc02-46e6-a0d6-65dc880fa452,https://www.zappos.com//p/kenneth-cole-reaction-news-loafer-b-cognac/product/9049397/color/184651,News Loafer B,Loafers,Kenneth Cole Reaction
0b3b4dc4-10f8-41db-b760-f3250d31a312,https://www.zappos.com//p/kenneth-cole-reaction-min-monk-cognac/product/9049396/color/184651,Min Monk,Oxfords,Kenneth Cole Reaction
9305bc76-834f-4032-887f-51f43a24b8c8,https://www.zappos.com//p/splendid-cherie-black/product/9137045/color/3,Cherie,Boots,Splendid
3361a658-0421-4ade-a1e3-b70e6e902f9e,https://www.zappos.com//p/heelys-force-little-kid-big-kid-adult-navy-neon-yellow/product/8764857/color/393100,Force (Little Kid/Big Kid/Adult),Sneakers & Athletic Shoes,Heelys
60f2d23d-bc49-463a-be42-536877527e42,https://www.zappos.com//p/adidas-running-adizero-tempo-9-grey-two-real-lilac-mystery-ink/product/8984609/color/752851,adiZero Tempo 9,Sneakers & Athletic Shoes,adidas Running
255db1d2-52e9-4458-a381-a221ff27e94b,https://www.zappos.com//p/splendid-cherie-brandy/product/9137045/color/191,Cherie,Boots,Splendid
1b3c6530-e7b5-43d4-b400-6104b8e7e971,https://www.zappos.com//p/splendid-cherie-oat/product/9137045/color/526,Cherie,Boots,Splendid
e59cb2ff-5517-459e-8b14-29de393d417b,https://www.zappos.com//p/lucky-brand-pomee-indigo-lomwvn/product/9049405/color/750449,Pomee,Heels,Lucky Brand
20f06f5e-942f-4887-b92b-336db94ebb2f,https://www.zappos.com//p/timberland-boot-company-bardstown-boot-black-full-grain/product/9084346/color/69,Boot Company Bardstown Boot,Boots,Timberland
e989615d-9e03-4730-820c-8b2c7c14818d,https://www.zappos.com//p/splendid-claudia-brandy/product/9137046/color/191,Claudia,Boots,Splendid
e2ea434a-6a1b-4b15-abb2-44b62efe6349,https://www.zappos.com//p/splendid-claudia-oat/product/9137046/color/526,Claudia,Boots,Splendid
46e983d1-79e2-48c2-af94-8f8ccb2059a8,https://www.zappos.com//p/salewa-firetail-3-gtx-black-out-papavero/product/8643396/color/602221,Firetail 3 GTX,Sneakers & Athletic Shoes,SALEWA
661be889-ca64-42d1-b733-d53c08d5616d,https://www.zappos.com//p/kenneth-cole-new-york-sand-y-beach-cognac/product/8876597/color/184651,Sand-Y Beach,Sandals,Kenneth Cole New York
8623dc68-4f0d-4d73-bf03-d671cd602874,https://www.zappos.com//p/acorn-cozy-fur-moc-cognac/product/9084363/color/184651,Cozy Fur Moc,Slippers,Acorn
f20f9678-2001-430d-9417-25138150e910,https://www.zappos.com//p/splendid-chandler-dark-rose/product/9137043/color/40813,Chandler,Flats,Splendid
