UUID,LINK,MODEL,CATEGORY,BRAND
56fc42d0-301e-4583-84ff-f27838a0d884,https://www.zappos.com//p/think-denk-83017-black/product/9105891/color/3,Denk - 83017,Boots,Think!
c4574b07-0355-41c3-a14c-c0ae375b9b46,https://www.zappos.com//p/think-julia-83342-black/product/9108505/color/3,Julia - 83342,Clogs & Mules,Think!
8e995659-4322-49f8-9a97-966e6cd3070c,https://www.zappos.com//p/dan-post-albuquerque-mid-brown-oily/product/7565168/color/541425,Albuquerque,Boots,Dan Post
e1cfdba9-6eac-43d4-acfa-774fb1208088,https://www.zappos.com//p/stacy-adams-canton-black/product/7750396/color/3,Canton,Oxfords,Stacy Adams
fa5f9437-0063-477b-8be7-5a7eb19c8141,https://www.zappos.com//p/johnston-murphy-warner-casual-dress-plain-toe-oxford-tan-tumbled-full-grain/product/9014491/color/107665,Warner Casual Dress Plain Toe Oxford,Oxfords,Johnston & Murphy
bfc496ec-974a-413c-a89a-bf3b7016c583,https://www.zappos.com//p/johnston-murphy-mcguffey-casual-plain-toe-sneaker-black-oiled-nubuck/product/8648389/color/2259,McGuffey Casual Plain Toe Sneaker,Sneakers & Athletic Shoes,Johnston & Murphy
dabec109-0405-4d28-a669-cb23fc10fe2b,https://www.zappos.com//p/sas-metro-nero-snake/product/8867507/color/699472,Metro,Loafers,SAS
0c1b4bde-21f2-4f1b-89fb-8c643d897c87,https://www.zappos.com//p/columbia-granite-ridge-dark-grey-red-element/product/8806423/color/662424,Granite Ridge,Sneakers & Athletic Shoes,Columbia
3527feee-409a-44db-b59e-d5479e105568,https://www.zappos.com//p/propet-travelactiv-zip-silver-lime/product/8822034/color/6887,TravelActiv Zip,Sneakers & Athletic Shoes,Propet
ce9bb880-9f39-4beb-aca9-189471294967,https://www.zappos.com//p/vans-slide-on-vans-black-marshmallow/product/8643591/color/762432,Slide-On,Sandals,Vans
813399f5-bb8d-452d-b453-bcf94a871f4c,https://www.zappos.com//p/hey-dude-wally-washed-dark-grey/product/9074139/color/4854,Wally Washed,Loafers,Hey Dude
886d79de-0e6c-4c42-81c0-80eeac432581,https://www.zappos.com//p/birkenstock-arizona-graceful-gemm-red-birko-flor/product/9085966/color/765859,Arizona,Sandals,Birkenstock
1b60f703-a954-465c-b13b-4b7b7fe45502,https://www.zappos.com//p/hey-dude-chan-stretch-linen-steppa/product/9074145/color/762441,Chan,Loafers,Hey Dude
0450ce91-ae1d-4bf3-9e2a-03abb354a09c,https://www.zappos.com//p/taryn-rose-babe-chai-metallic-silky-suede/product/9085971/color/765852,Babe,Heels,Taryn Rose
36336aa3-3916-499f-aa07-dc34d4def1d3,https://www.zappos.com//p/soludos-platform-smoking-slipper-leather-black/product/8668438/color/3,Platform Smoking Slipper Leather,Flats,Soludos
f02eab06-5d97-4f6a-8a97-639e5017f1ed,https://www.zappos.com//p/cole-haan-tali-bow-skimmer-black-leather/product/9074257/color/72,Tali Bow Skimmer,Flats,Cole Haan
abada1dd-20fc-474c-90af-ecdd31396a24,https://www.zappos.com//p/naot-atopa-vintage-grey-leather-shadow-gray-leather-gray-shimmer-leather/product/8719933/color/632832,Atopa,Boots,Naot
1a5717a4-9bc0-46bc-8f6f-9ffe9da6bfc2,https://www.zappos.com//p/oneill-rylie-black/product/8995466/color/3,Rylie,Sandals,O'Neill
4940d3a2-a597-4c81-a013-531e0aadb5af,https://www.zappos.com//p/kamik-kids-waterbug5-toddler-little-kid-big-kid-navy-blue/product/8905977/color/3395,Waterbug5 (Toddler/Little Kid/Big Kid),Boots,Kamik Kids
adf42bc6-45f9-4ba3-82ea-f0adc8a7b38e,https://www.zappos.com//p/hunter-original-short-exploded-logo-rain-boots-exploded-logo/product/9159929/color/792137,Original Short Exploded Logo Rain Boots,Boots,Hunter
91857906-f214-41d3-9d0e-900788c314f5,https://www.zappos.com//p/wolverine-mauler-lx-mid-carbonmax-boot-black/product/8897680/color/3,Mauler LX Mid CarbonMAX Boot,Boots,Wolverine
3d9d3554-d0e4-4671-a109-e0676cb6198f,https://www.zappos.com//p/palladium-pampa-hi-originale-indigo-black/product/8829395/color/162787,Pampa Hi Originale,Boots,Palladium
cc5f04e9-9b8e-466d-8315-b967be7d87a6,https://www.zappos.com//p/bearpaw-kids-moc-ii-little-kid-big-kid-hickory/product/8841583/color/41726,Moc II (Little Kid/Big Kid),Slippers,Bearpaw Kids
0d5654ee-f69a-4479-b90e-028890682362,https://www.zappos.com//p/mephisto-helen-chestnut-scratch/product/113602/color/30532,Helen,Sandals,Mephisto
cddb2afa-31c9-4d47-92d8-8b9d28080189,https://www.zappos.com//p/mephisto-hannel-grey-etna/product/7162823/color/262658,Hannel,Sandals,Mephisto
f919bbf2-974a-49cd-9101-be44201fadea,https://www.zappos.com//p/deer-stags-strings-slipper-grey/product/7459436/color/401,Strings Slipper,Slippers,Deer Stags
64593c3d-e748-41f4-91c2-f6087d7ed789,https://www.zappos.com//p/born-niel-light-brown-full-grain-leather/product/8870830/color/373881,Niel,Sandals,Born
3ccd055f-a331-4c40-b374-f471b5b13f7f,https://www.zappos.com//p/polo-ralph-lauren-cayson-newport-navy/product/9041396/color/193279,Cayson,Sandals,Polo Ralph Lauren
d915ee62-8732-42af-99f6-64d117e8b314,https://www.zappos.com//p/acorn-kids-colby-gore-moc-toddler-little-kid-big-kid-brown-check/product/8193947/color/40756,Colby Gore Moc (Toddler/Little Kid/Big Kid),Slippers,Acorn Kids
fa9c10c4-8173-4be9-9d7c-915eb3232f11,https://www.zappos.com//p/teva-sugarpine-ii-wp-boot-insignia-blue/product/8985494/color/32347,Sugarpine II WP Boot,Boots,Teva
48335759-bbca-4314-8525-f487bea2a446,https://www.zappos.com//p/teva-sugarpine-ii-wp-black/product/8985496/color/3,Sugarpine II WP,Sneakers & Athletic Shoes,Teva
e5946ac8-c78b-424f-ad01-b5cd06f6406d,https://www.zappos.com//p/teva-sugar-venture-lace-smoked-timber/product/8985509/color/670346,Sugar Venture Lace,Sneakers & Athletic Shoes,Teva
2e856fe6-3aeb-4f19-b196-8b6922e6a217,https://www.zappos.com//p/teva-freewheel-slubby-canvas-light-blue-multi/product/8985511/color/28065,Freewheel Slubby Canvas,Sneakers & Athletic Shoes,Teva
2ccd559f-99de-4be8-abff-db06b199eb82,https://www.zappos.com//p/hush-puppies-expert-wt-oxford-black-knit-nubuck/product/8999880/color/734016,Expert WT Oxford,Oxfords,Hush Puppies
387a87f0-293a-46fa-88c3-d546be789b66,https://www.zappos.com//p/reef-cushion-butter-black/product/8766421/color/3,Cushion Butter,Heels,Reef
529790bb-4b10-482a-92a9-131934dafe4b,https://www.zappos.com//p/scarpa-crux-light-brown-mustard/product/7917495/color/733639,Crux,Sneakers & Athletic Shoes,Scarpa
ca193f3d-5d38-4d8d-9357-c677defcc80c,https://www.zappos.com//p/scarpa-crux-shark-tonic/product/7917495/color/603819,Crux,Sneakers & Athletic Shoes,Scarpa
12addace-0425-42cf-a681-2ab13aedd4f7,https://www.zappos.com//p/scarpa-crux-camel-poppy-red/product/7917558/color/733640,Crux,Sneakers & Athletic Shoes,Scarpa
