UUID,LINK,MODEL,CATEGORY,BRAND
4f31ec65-cc09-49d9-b48b-d55d64ce660e,https://www.zappos.com//p/ugg-adley-perforated-stardust-silver/product/9157430/color/632,Adley Perforated Stardust,Sneakers & Athletic Shoes,UGG
712fe179-cccc-4a0e-b52c-185d34a7525f,https://www.zappos.com//p/steve-madden-sabrinah-pump-natural-snake/product/9049706/color/486,Sabrinah Pump,Heels,Steve Madden
0708fdc4-5bdd-418a-8d30-52bb4aba9681,https://www.zappos.com//p/trotters-kiera-navy-kid-suede-leather/product/8989436/color/497834,Kiera,Heels,Trotters
629e7a71-0e5e-4581-8595-a7ef30fd22d2,https://www.zappos.com//p/dansko-fawna-navy-burnished-calf/product/8905030/color/26667,Fawna,Flats,Dansko
05484e57-9c92-40b2-a8e9-69e76851c5d5,https://www.zappos.com//p/puma-kids-st-runner-v2-nl-v-toddler-orchid-peacoat/product/8992927/color/758625,ST Runner v2 NL V (Toddler),Sneakers & Athletic Shoes,Puma Kids
962d3a46-8d20-414c-90c9-a1b0f8526921,https://www.zappos.com//p/tretorn-gus-black-black-black/product/8793096/color/24150,Gus,Boots,Tretorn
c7087511-9f9c-42ac-a330-f6a916dd2563,https://www.zappos.com//p/skechers-premiums-black-black-leather/product/7163446/color/4418,Premiums,Sneakers & Athletic Shoes,SKECHERS
07e027d8-3216-46a5-b899-1520649a3d91,https://www.zappos.com//p/nunn-bush-oakdale-wingtip-oxford-with-kore-walking-comfort-technology-black-tumbled/product/9092725/color/110,Oakdale Wingtip Oxford with KORE Walking Comfort Technology,Oxfords,Nunn Bush
6b5d9972-abd0-48f6-8637-e898b651afd6,https://www.zappos.com//p/chaco-flip-ecotreadd-black/product/7892479/color/3,Flip EcoTread™,Sandals,Chaco
41ac6829-b4e1-4e9e-aabf-b10c16b58d6a,https://www.zappos.com//p/polo-ralph-lauren-kids-telly-little-kid-tan-burnished-leather/product/7749336/color/3759,Telly (Little Kid),Loafers,Polo Ralph Lauren Kids
3dc362ac-4f31-4d0d-bfa1-a014a6f19abd,https://www.zappos.com//p/polo-ralph-lauren-kids-telly-big-kid-tan-burnished-leather/product/7749339/color/3759,Telly (Big Kid),Loafers,Polo Ralph Lauren Kids
e8a0636d-0f1f-4747-870a-8e0a9b3cb179,https://www.zappos.com//p/adidas-golf-tech-response-iron-metallic-ftwr-white-core-black/product/8824673/color/607935,Tech Response,Sneakers & Athletic Shoes,adidas Golf
76d83ab8-20d0-4886-a1b3-ccea1c290962,https://www.zappos.com//p/toms-avery-wedge-black-microfiber/product/8940405/color/78,Avery Wedge,Boots,TOMS
01d537f7-9adb-480e-bd94-3cd532937abc,https://www.zappos.com//p/rieker-l1751-celia-51-black-1/product/7448560/color/125647,L1751 Celia 51,Loafers,Rieker
6a4a1e24-4616-4a02-9210-c019bcc2c948,https://www.zappos.com//p/steve-madden-naomi-bootie-black-suede/product/8980626/color/106,Naomi Bootie,Boots,Steve Madden
3c335bed-41a5-41d1-a83e-7218e6c40412,https://www.zappos.com//p/clarks-neenah-vine-black-leather/product/8892509/color/72,Neenah Vine,Flats,Clarks
65b22ca4-0523-4cfc-b0a4-1550279f2ae3,https://www.zappos.com//p/new-balance-classics-ml574-nimbus-cloud/product/9042313/color/525650,ML574,Sneakers & Athletic Shoes,New Balance Classics
0fb6700d-b97f-425a-bc2c-6a21e1f3f839,https://www.zappos.com//p/new-balance-classics-wl574-storm-blue/product/9042327/color/9990,WL574,Sneakers & Athletic Shoes,New Balance Classics
48b8cbf2-47ef-4ce4-a7c3-a7beebd93979,https://www.zappos.com//p/rockport-cobb-hill-collection-cobb-hill-rashel-v-cut-boot-black-leather/product/9108216/color/72,Cobb Hill Rashel V Cut Boot,Boots,Rockport Cobb Hill Collection
70baecf4-7055-481d-805f-c48da119f278,https://www.zappos.com//p/asics-gel-dedicate-5-white-silver/product/8803048/color/755,Gel-Dedicate 5,Sneakers & Athletic Shoes,ASICS
45921a9f-b1e4-4c50-bf03-2b89271294da,https://www.zappos.com//p/vionic-downing-black/product/9066650/color/3,Downing,Boots,VIONIC
42f8fd89-beb1-4695-8a86-b2299e8dee35,https://www.zappos.com//p/minnetonka-casey-slipper-cinnamon-suede/product/7658560/color/5557,Casey Slipper,Slippers,Minnetonka
