UUID,LINK,MODEL,CATEGORY,BRAND
383ca376-c2ee-4cdf-9dad-d3e0300d037d,https://www.zappos.com//p/nike-air-max-thea-black-white-2/product/8146611/color/196917,Air Max Thea,Sneakers & Athletic Shoes,Nike
4c7050bb-2831-40fb-a13c-f18bc50ddc48,https://www.zappos.com//p/olukai-hiona-tan-tan/product/8633482/color/3513,Hi'ona,Sandals,OluKai
8e777db1-b3b1-4b92-984e-290f70d06b06,https://www.zappos.com//p/splendid-nixie-black/product/9087967/color/3,Nixie,Boots,Splendid
965bc6a5-1de6-4fca-a08a-9077fa9a4087,https://www.zappos.com//p/new-balance-kids-kjx90v1g-big-kid-white-teal/product/9061724/color/18450,KJX90v1G (Big Kid),Sneakers & Athletic Shoes,New Balance Kids
e0561bc9-67b2-444b-b7c0-8416d0c35bd7,https://www.zappos.com//p/onitsuka-tiger-by-asics-tiger-ally-dark-sepia-dark-sepia/product/8834645/color/761808,Tiger Ally,Sneakers & Athletic Shoes,Onitsuka Tiger by Asics
a9ecdc90-b6b5-422f-9d35-01af7374a7dd,https://www.zappos.com//p/onitsuka-tiger-by-asics-tiger-ally-white-black/product/8834645/color/742,Tiger Ally,Sneakers & Athletic Shoes,Onitsuka Tiger by Asics
f179ecf2-69b8-4034-beb0-6aeeb5be797c,https://www.zappos.com//p/softwalk-sava-x-softwalk-haely-black-nubuck/product/9094044/color/84,SAVA x SoftWalk Haely,Flats,SoftWalk
826f98f3-b682-4528-9690-4775a27a0bcf,https://www.zappos.com//p/onitsuka-tiger-by-asics-mexico-delegation-moonrock-oatmeal/product/8689997/color/761822,Mexico Delegation,Sneakers & Athletic Shoes,Onitsuka Tiger by Asics
be513fd1-b97a-4f6c-b17d-4fbeedc77033,https://www.zappos.com//p/rieker-r4703-liv-03-pazifik-antik-pazifik/product/9148543/color/786442,R4703 Liv 03,Sneakers & Athletic Shoes,Rieker
37530a30-0fdb-4c54-b74c-32a8b466f983,https://www.zappos.com//p/softwalk-sava-x-softwalk-haven-black/product/9094054/color/3,SAVA x SoftWalk Haven,Sneakers & Athletic Shoes,SoftWalk
11b5f2b5-e2e9-43f5-a20c-6da95a9c36b7,https://www.zappos.com//p/keen-yogui-arts-graphite/product/7921546/color/2247,Yogui Arts,Clogs & Mules,Keen
f8701dfe-f780-4e52-872f-033309bb2a52,https://www.zappos.com//p/propet-cliff-walker-low-strap-brown-crazy-horse/product/9074929/color/987,Cliff Walker Low Strap,Sneakers & Athletic Shoes,Propet
511be7b4-9341-4e79-9b26-8a228812613c,https://www.zappos.com//p/new-balance-classics-ml574-navy/product/9042313/color/9,ML574,Sneakers & Athletic Shoes,New Balance Classics
0bcb497a-c0f1-4b87-b01e-863aaa408065,https://www.zappos.com//p/new-balance-classics-mrl247-black/product/9042315/color/3,MRL247,Sneakers & Athletic Shoes,New Balance Classics
