UUID,LINK,MODEL,CATEGORY,BRAND
ee79b75a-a614-4e77-a04a-28f6a6cc58e7,https://www.zappos.com//p/m-f-western-kids-destiny-toddler-little-kid-brown/product/8860713/color/6,Destiny (Toddler/Little Kid),Boots,M&F Western Kids
51e21852-f243-4828-8e9c-2c0820509224,https://www.zappos.com//p/massimo-matteo-pebbled-bal-ct-chocolate/product/9070299/color/18,Pebbled Bal CT,Oxfords,Massimo Matteo
1e8b22b9-4f43-45c3-962a-1711d02205e8,https://www.zappos.com//p/native-kids-shoes-jefferson-glow-little-kid-storm-blue-glow/product/8917773/color/751642,Jefferson Glow (Little Kid),Sneakers & Athletic Shoes,Native Kids Shoes
4a8a3e69-735f-44cc-a41e-b5caf07a8519,https://www.zappos.com//p/vans-classic-slip-on-x-marvel-collab-marvel-black-widow-black/product/9055140/color/752460,Classic Slip-On X Marvel Collab,Sneakers & Athletic Shoes,Vans
dbf97108-978b-46e7-ab8f-8174574be123,https://www.zappos.com//p/ted-baker-sarpio-dark-red-textile/product/9022740/color/517552,Sarpio,Sneakers & Athletic Shoes,Ted Baker
a18cf3cc-64cf-4077-bb31-782af5996a95,https://www.zappos.com//p/ted-baker-urbonn-dark-blue-leather/product/9022743/color/52900,Urbonn,Loafers,Ted Baker
2bf5e1e6-ee10-4f31-bb85-0536ee990163,https://www.zappos.com//p/new-balance-wcy996v3-black-seafoam/product/8865068/color/241602,WCY996v3,Sneakers & Athletic Shoes,New Balance
7744432a-f1a5-4302-9307-7de81257c494,https://www.zappos.com//p/m-f-western-wren-brown-blue/product/8860732/color/4323,Wren,Slippers,M&F Western
bce34732-da7a-44a2-8b87-537c62b932eb,https://www.zappos.com//p/m-f-western-gwen-black/product/8860741/color/3,Gwen,Boots,M&F Western
b52ec608-2032-49ab-a7d8-bbe5f8c743f4,https://www.zappos.com//p/naot-bounty-oily-coal-nubuck/product/8812943/color/627680,Bounty,Heels,Naot
f0f07a0a-6c00-4536-b08f-722bb4daa153,https://www.zappos.com//p/the-north-face-hedgehog-hike-ii-gtx-q-silver-grey-porcelain-green/product/8994901/color/732231,Hedgehog Hike II GTX®,Boots,The North Face
fdfcd6b8-a316-4a43-8830-cb03dad0dd82,https://www.zappos.com//p/saucony-carrera-xc3-red-orange/product/8865529/color/30131,Carrera XC3,Sneakers & Athletic Shoes,Saucony
174bda1f-f3b9-4c05-8eb0-64a34a33377e,https://www.zappos.com//p/miz-mooz-bangkok-plum/product/8783564/color/568,Bangkok,Boots,Miz Mooz
a4c020d9-384b-4b96-b694-9562590902f8,https://www.zappos.com//p/gola-trainer-blush-pink/product/9112167/color/16922,Trainer,Sneakers & Athletic Shoes,Gola
b70c3ae3-6667-451c-88b0-5fc91618c0f8,https://www.zappos.com//p/miz-mooz-canarsie-midnight/product/9159109/color/460,Canarsie,Sneakers & Athletic Shoes,Miz Mooz
da95c9cd-868d-427f-8efb-8ac594a59701,https://www.zappos.com//p/gola-specialist-blossom-off-white/product/8869516/color/774019,Specialist,Sneakers & Athletic Shoes,Gola
3a4a4b2c-0145-454b-a95c-4ad36d29e116,https://www.zappos.com//p/puma-ignite-flash-evoknit-laurel-wreath-quarry-biscay-green/product/8992461/color/754847,Ignite Flash evoKNIT,Sneakers & Athletic Shoes,PUMA
19026d54-b186-4057-8f00-39028c150eae,https://www.zappos.com//p/steve-madden-ranter-taupe/product/9112178/color/11,Ranter,Boots,Steve Madden
12dae5db-0820-4b37-b697-b28e1d3d4a1d,https://www.zappos.com//p/rockport-plain-pump-taupe-grey-pearl-patent/product/9102034/color/736597,Plain Pump,Heels,Rockport
43bd9e21-7ae0-4675-9e44-c92aeb88b8ea,https://www.zappos.com//p/puma-cell-regulate-sl-puma-white-puma-black-peacoat-puma-silver/product/9058605/color/754852,Cell Regulate SL,Sneakers & Athletic Shoes,PUMA
de82db74-97bf-45cd-95cf-c327d89ddbe4,https://www.zappos.com//p/nike-golf-fi-impact-3-summit-white-black-pure-platinum-white/product/9043367/color/748078,FI Impact 3,Sneakers & Athletic Shoes,Nike Golf
ad167e62-3ff1-4bdc-8900-d6e3bf530441,https://www.zappos.com//p/spring-step-jeanette-black/product/7639908/color/3,Jeanette,Heels,Spring Step
850f1f04-46c3-452a-979c-824f44188ce1,https://www.zappos.com//p/reef-slim-ginger-stud-peach/product/8692085/color/4912,Slim Ginger Stud,Sandals,Reef
cc849279-66f7-4f70-82fd-84fee0be8c72,https://www.zappos.com//p/franco-sarto-havana-milk/product/9112229/color/21550,Havana,Heels,Franco Sarto
0474ca9d-4384-4bc1-aec7-d79c1fbc7f22,https://www.zappos.com//p/athena-alexander-roxi-pewter/product/7790678/color/552,Roxi,Heels,Athena Alexander
829f19b1-90f6-46e4-9591-9aba4e8f679a,https://www.zappos.com//p/woolrich-yaktak-chocolate/product/8892887/color/18,Yaktak,Boots,Woolrich
09fb6896-17c8-41e4-9936-317ead8df613,https://www.zappos.com//p/seavees-monterey-sneaker-satin-marine/product/9006760/color/2043,Monterey Sneaker Satin,Sneakers & Athletic Shoes,SeaVees
e5f6034c-975a-4c63-b8ff-6ac10d5d7042,https://www.zappos.com//p/vince-camuto-corten-cognac/product/8952755/color/184651,Corten,Oxfords,Vince Camuto
8c70fa74-bea0-45a2-924e-c6307df9665b,https://www.zappos.com//p/seavees-huntington-middie-sea-spray/product/9006765/color/102360,Huntington Middie,Sneakers & Athletic Shoes,SeaVees
8aeffaea-1cfc-4c94-9fb5-cabddaef4a8f,https://www.zappos.com//p/corral-boots-q5020-tan/product/9082319/color/20,Q5020,Boots,Corral Boots
6a8bddab-9a22-41ba-afdb-c5da2dd62a88,https://www.zappos.com//p/wolverine-buccaneer-multishox-6-waterproof-dark-brown/product/7997638/color/325,"Buccaneer  MultiShox® 6"" Waterproof",Boots,Wolverine
dd8ddb92-3de0-49ad-8291-40ed950ee95d,https://www.zappos.com//p/anne-klein-sasha-flat-navy/product/7467528/color/9,Sasha Flat,Flats,Anne Klein
66493eaa-e0af-49c2-8dc6-0946b1c3c1ad,https://www.zappos.com//p/saucony-havok-xc2-purple-yellow/product/9040369/color/8294,Havok XC2,Sneakers & Athletic Shoes,Saucony
7b8a60a5-1cb9-4062-b8d1-9a3dccbf5598,https://www.zappos.com//p/reebok-kids-classic-leather-little-kid-lilac-chalk/product/9058679/color/754933,Classic Leather (Little Kid),Sneakers & Athletic Shoes,Reebok Kids
932c7aad-709c-47a4-99f2-47b06ba30940,https://www.zappos.com//p/mezlan-norges-black/product/9040379/color/3,Norges,Oxfords,Mezlan
1434e7e3-bc97-4792-bb9f-4a694fe2432d,https://www.zappos.com//p/italian-shoemakers-lorel-black-black/product/9102096/color/183092,Lorel,Heels,Italian Shoemakers
0807755c-5496-411b-85e4-5c6af4c6619c,https://www.zappos.com//p/skechers-ultra-flex-capsule-pink/product/9068044/color/559,Ultra Flex - Capsule,Sneakers & Athletic Shoes,SKECHERS
f36ffbe4-ca54-45f6-8f64-e1d7dddc2796,https://www.zappos.com//p/baretraps-fabiana-black/product/9115033/color/3,Fabiana,Sneakers & Athletic Shoes,Baretraps
7694db9b-6e07-4e73-a729-0bbe6c24f8ae,https://www.zappos.com//p/steve-madden-kimber-natural-leather/product/9115034/color/478,Kimber,Sneakers & Athletic Shoes,Steve Madden
2998b6c2-cabf-4166-971b-9d7f539f0168,https://www.zappos.com//p/ugg-del-rey-fluff-heel-seashell-pink/product/9075874/color/40014,Del Rey Fluff Heel,Heels,UGG
a2b3c226-90d7-4b2c-8c63-78b9291cd050,https://www.zappos.com//p/skechers-ultra-flex-statements-green/product/9068047/color/396,Ultra Flex - Statements,Sneakers & Athletic Shoes,SKECHERS
d693923c-dcf4-4932-ad71-2967b32aaa01,https://www.zappos.com//p/puma-future-2-3-netfit-fg-ag-puma-black-shocking-orange/product/9058402/color/695717,Future 2.3 Netfit FG/AG,Sneakers & Athletic Shoes,PUMA
ff093346-6194-4982-877d-cfff13cec5c8,https://www.zappos.com//p/naot-alpha-oily-coal-nubuck-reptile-gray-leather-black-velvet-nubuck/product/8812957/color/665580,Alpha,Heels,Naot
a8d4ea69-2abb-4f87-91e7-a944dd86efd7,https://www.zappos.com//p/tkees-glosses-licorice/product/8767959/color/49186,Glosses,Sandals,TKEES
1ca33368-3ecc-4ca0-a1cb-7628d80dded8,https://www.zappos.com//p/keen-kids-targhee-low-little-kid-big-kid-dark-olive-brindle/product/9058404/color/754718,Targhee Low (Little Kid/Big Kid),Sneakers & Athletic Shoes,Keen Kids
be968946-b2aa-4504-9981-2401cc0e775e,https://www.zappos.com//p/baby-deer-first-steps-shimmer-mary-jane-with-flower-infant-toddler-red/product/9114504/color/585,First Steps Shimmer Mary Jane with Flower (Infant/Toddler),Flats,Baby Deer
cbc0b2e7-12bd-44e5-b02b-41ab749b37d0,https://www.zappos.com//p/baby-deer-first-steps-shimmer-mary-jane-with-flower-infant-toddler-black/product/9114504/color/3,First Steps Shimmer Mary Jane with Flower (Infant/Toddler),Flats,Baby Deer
dad52717-409b-4827-a3c6-a82050fea642,https://www.zappos.com//p/new-balance-classics-ms574-burgundy/product/8915098/color/7,MS574,Sneakers & Athletic Shoes,New Balance Classics
938a0e6d-b605-49a7-9e06-ffbe3b8a76e4,https://www.zappos.com//p/tommy-bahama-calderon-venetian-dark-azzuro/product/8833971/color/672541,Calderon Venetian,Sneakers & Athletic Shoes,Tommy Bahama
cb2c0381-5866-42ec-8ae5-039d01ebf137,https://www.zappos.com//p/baffin-cush-booty-hyper-berry/product/7486138/color/431180,Cush Booty,Slippers,Baffin
89f54335-6825-4eec-97d1-201a9a303927,https://www.zappos.com//p/kamik-kids-hayden-little-kid-big-kid-rose/product/9068078/color/603,Hayden (Little Kid/Big Kid),Boots,Kamik Kids
bb6fe9f0-e610-416d-9802-04ca64d2964d,https://www.zappos.com//p/puma-one-4-il-synthetic-fg-color-shift-biscay-green-puma-white-puma-black/product/9058434/color/754715,One 4 IL Synthetic FG,Sneakers & Athletic Shoes,PUMA
bc5ed5cc-9ab5-463c-8e26-82117041daf9,https://www.zappos.com//p/clarks-maypearl-fawn-dark-tan-leather/product/9095186/color/13978,Maypearl Fawn,Boots,Clarks
9a74c382-5ac5-45a8-969f-df3c45efebb9,https://www.zappos.com//p/english-laundry-newcastle-grey/product/9125901/color/401,Newcastle,Sneakers & Athletic Shoes,English Laundry
ae6cbb79-41ca-4025-bc01-a1e3874e32de,https://www.zappos.com//p/sorel-out-n-about-slide-black-charcoal/product/8895590/color/133,Out N About Slide,Slippers,SOREL
ba203bbd-4977-4e92-a15d-6f8ddd4ac964,https://www.zappos.com//p/english-laundry-cambridge-navy/product/9125902/color/9,Cambridge,Sneakers & Athletic Shoes,English Laundry
8edf427a-6432-4e8a-8a09-d3313bb45eec,https://www.zappos.com//p/sorel-nakiskaa-slipper-ii-cattail-natural/product/9053727/color/751814,Nakiska™ Slipper II,Slippers,SOREL
51667911-61ed-4ac9-8bb5-9ba57d356216,https://www.zappos.com//p/keen-kids-newport-h2-toddler-black-lime-green/product/7293803/color/33710,Newport H2 (Toddler),Sandals,Keen Kids
1ff99c9d-e543-4744-ba3f-ecb3cd64f8ea,https://www.zappos.com//p/sorel-nakiskaa-slide-ii-black-natural/product/9053730/color/840,Nakiska™ Slide II,Slippers,SOREL
6b1d215b-8cb4-406e-b8ab-3f151c1a5b95,https://www.zappos.com//p/vaneli-orsina-camel-chag-haircalf-gold-studs/product/9082381/color/764900,Orsina,Heels,Vaneli
d87b7efe-cd14-4af6-8f8a-3c73dee89a5a,https://www.zappos.com//p/vaneli-orsina-black-suede-black-elastic-gunmetal-studs/product/9082381/color/764672,Orsina,Heels,Vaneli
1d3fdae7-5c12-46c5-bbee-eb79d31c9b81,https://www.zappos.com//p/sorel-acee-chukka-waterproof-black/product/9053747/color/3,Ace™ Chukka Waterproof,Boots,SOREL
b4251781-e75e-457d-b7e7-aafbc8ab99fb,https://www.zappos.com//p/skechers-hi-lites-space-dancer-black-pink-white/product/9025685/color/37941,Hi-Lites - Space Dancer,Sneakers & Athletic Shoes,SKECHERS
670db19c-cc5f-453c-a741-d8b5e0f5bd0e,https://www.zappos.com//p/massimo-matteo-double-monk-perf-cap-black/product/9053033/color/3,Double Monk Perf Cap,Oxfords,Massimo Matteo
505aaf6f-a349-4942-b64b-d53f48c865de,https://www.zappos.com//p/sorel-ankenyy-mid-hiker-cattail-black/product/8353045/color/357866,Ankeny™ Mid Hiker,Boots,SOREL
b61b2219-b885-49af-9573-c50eecd58dc0,https://www.zappos.com//p/adidas-golf-tour360-2-0-footwear-white-scarlet-night-sky/product/8897997/color/759317,Tour360 2.0,Sneakers & Athletic Shoes,adidas Golf
2b4a1a72-f4c8-4edf-8eaf-1bb563736030,https://www.zappos.com//p/clarks-un-adorn-lo-pebble-nubuck-suede-combination/product/9095288/color/768711,Un Adorn Lo,Sneakers & Athletic Shoes,Clarks
3e3ad86e-7ee8-4265-8aaf-0619d27242f7,https://www.zappos.com//p/marsell-listello-distressed-desert-boot-mud/product/9150280/color/9800,Listello Distressed Desert Boot,Boots,Marsell
b31481c3-09a1-434d-9836-82158fd37271,https://www.zappos.com//p/asics-gel-sonoma-3-ink-blue-black-glacier-sea/product/8799775/color/685615,GEL-Sonoma 3,Sneakers & Athletic Shoes,ASICS
f1af248f-9084-47a7-88a8-678dee6bab5f,https://www.zappos.com//p/adidas-outdoor-terrex-tracerocker-gtx-black-carbon-ash-green/product/8986651/color/727809,Terrex Tracerocker GTX®,Sneakers & Athletic Shoes,adidas Outdoor
760f6f5e-c5e4-4b21-a300-58c863eacfe5,https://www.zappos.com//p/bcbgeneration-harleigh-black-multi/product/9148452/color/80,Harleigh,Heels,BCBGeneration
493d13ef-2ad2-49ea-ac32-a98462d5b4f6,https://www.zappos.com//p/clarks-un-adorn-step-navy-nubuck/product/9095289/color/494,Un Adorn Step,Sneakers & Athletic Shoes,Clarks
29174437-98f5-46dd-b3ae-e5a20801ac1d,https://www.zappos.com//p/adidas-originals-pharrell-williams-tennis-human-race-trace-khaki-trace-khaki-chalk-white/product/9075385/color/763048,Pharrell Williams Tennis Human Race,Sneakers & Athletic Shoes,adidas Originals
633f62d5-8ebd-4e03-9b63-48ae527e92bd,https://www.zappos.com//p/sanuk-yoga-sling-2-white/product/8250068/color/14,Yoga Sling 2,Sandals,Sanuk
9c70b557-87fc-418f-b40c-3be669a8fc7c,https://www.zappos.com//p/donald-j-pliner-gian-navy-stretch-suede/product/9148326/color/439635,Gian,Boots,Donald J Pliner
01c91c7a-2c27-4e0b-9f5a-394ee9355a0a,https://www.zappos.com//p/arcopedico-luana-black-faux-suede/product/8945612/color/82199,Luana,Boots,Arcopedico
dedff108-cd12-48f9-8d60-41f425895e08,https://www.zappos.com//p/stuart-weitzman-nudist-adobe-aniline/product/8796005/color/193006,Nudist,Heels,Stuart Weitzman
be30a465-643a-4843-b7a1-caea14a2c6e9,https://www.zappos.com//p/propet-gary-black/product/8573373/color/3,Gary,Oxfords,Propet
b621a30e-12f7-42d5-8270-b21f30410a59,https://www.zappos.com//p/otbt-vagary-dust-grey/product/9016724/color/123072,Vagary,Boots,OTBT
ea211049-70af-415b-91fa-da85ad737e9c,https://www.zappos.com//p/dr-martens-kids-collection-kamron-big-kid-black-t-lamper/product/9062456/color/637067,Kamron (Big Kid),Loafers,Dr. Martens Kid's Collection
2737dd7c-0ae9-4dda-bebc-c6b2bb7f8fa0,https://www.zappos.com//p/native-kids-shoes-jefferson-toddler-little-kid-shell-white-surfer-blue/product/7927830/color/724141,Jefferson (Toddler/Little Kid),Sneakers & Athletic Shoes,Native Kids Shoes
0fbc43c9-2eb4-4a89-99d6-0ff7c158bbee,https://www.zappos.com//p/cordani-roam-black-suede/product/9162951/color/106,Roam,Heels,Cordani
f3286152-0ec0-4a11-84a9-c7d070e32138,https://www.zappos.com//p/dr-martens-kids-collection-1460-patent-glitter-infant-brooklee-boot-toddler-dark-pink-coated-glitter/product/9062484/color/757124,1460 Patent Glitter Infant Brooklee Boot (Toddler),Boots,Dr. Martens Kid's Collection
dce72e3e-7ffa-4e6d-9088-cb78d843ce25,https://www.zappos.com//p/yellow-box-marcy-taupe/product/8994604/color/11,Marcy,Sandals,Yellow Box
1a0ef97a-da6a-4b68-b8a9-511f4035c345,https://www.zappos.com//p/supra-skytop-black-black-red/product/7359514/color/12520,Skytop,Sneakers & Athletic Shoes,Supra
537fb121-ce9a-46e7-aa2b-fcbc5bdb86ea,https://www.zappos.com//p/stride-rite-srtech-bailey-infant-toddler-white/product/8886286/color/14,SRTech Bailey (Infant/Toddler),Sneakers & Athletic Shoes,Stride Rite
