UUID,LINK,MODEL,CATEGORY,BRAND
48b7ab6d-84ab-40fe-97bf-15181cfb13b6,https://www.zappos.com//p/tsukihoshi-kids-sonic-toddler-little-kid-blue-red/product/9048807/color/1843,Sonic (Toddler/Little Kid),Sneakers & Athletic Shoes,Tsukihoshi Kids
4e652051-b986-4be0-bbf0-8cab1212f5c7,https://www.zappos.com//p/massimo-matteo-5-eye-bal-17-black/product/8910965/color/3,5-Eye Bal 17,Oxfords,Massimo Matteo
b47f81a3-f757-4f33-93b2-88bf5b4422ac,https://www.zappos.com//p/livie-luca-willow-toddler-little-kid-desert-rose/product/9083789/color/10233,Willow (Toddler/Little Kid),Flats,Livie & Luca
31c8c29e-bb11-4b95-bb4f-17e85d91fa5b,https://www.zappos.com//p/french-sole-sloop-flat-chocolate-suede/product/7289565/color/1567,Sloop Flat,Flats,French Sole
2167acf2-e89d-418a-a478-92bdf0165e05,https://www.zappos.com//p/lartiste-by-spring-step-burbank-navy/product/7867200/color/9,Burbank,Clogs & Mules,L'Artiste by Spring Step
89fed5d0-49a5-4720-80c2-1df87855797b,https://www.zappos.com//p/danner-mountain-600-4-5-saddle-tan/product/8736149/color/617,"Mountain 600 4.5""",Boots,Danner
405028e1-38a8-414a-aa09-e324e4105886,https://www.zappos.com//p/favorite-characters-spf365-spidermann-motion-lights-hi-top-toddler-little-kid-black-red/product/9128939/color/144,SPF365 Spiderman™ Motion Lights Hi Top (Toddler/Little Kid),Sneakers & Athletic Shoes,Favorite Characters
6bebb8e1-d229-498f-85d0-954c07b24174,https://www.zappos.com//p/touch-ups-queenie-nude-patent/product/8835022/color/63200,Queenie,Heels,Touch Ups
a2885df0-ad3f-4141-b91f-b72e5cca2682,https://www.zappos.com//p/nunn-bush-norway-plain-toe-double-monk-dress-casual-slip-on-black/product/8923701/color/3,Norway Plain Toe Double Monk Dress Casual Slip-On,Loafers,Nunn Bush
eff9838c-9f44-4948-bec8-76a9237f4bed,https://www.zappos.com//p/kork-ease-velma-burgundy-mosto/product/8193244/color/765508,Velma,Boots,Kork-Ease
232bc47f-fe74-4754-99e7-71437d6d6954,https://www.zappos.com//p/kenneth-cole-unlisted-half-slip-on-black/product/9091007/color/3,Half Slip-On,Loafers,Kenneth Cole Unlisted
4e7c0f30-37b9-4054-adc9-f1f196ff18f8,https://www.zappos.com//p/blondo-rayann-waterproof-dark-taupe-suede/product/9129021/color/20242,Rayann Waterproof,Boots,Blondo
68f65a83-4d5e-4431-bb51-e5190fe81a3a,https://www.zappos.com//p/propet-travelfit-strap-black/product/8815750/color/3,Travelfit Strap,Sneakers & Athletic Shoes,Propet
f8b022ec-a20e-48f4-8b20-5c314ff757eb,https://www.zappos.com//p/alegria-traq-by-alegria-qarma-wild-flower/product/9078141/color/157421,TRAQ by Alegria Qarma,Sneakers & Athletic Shoes,Alegria
76023081-f0be-4e86-a0ba-a69e51cdfd95,https://www.zappos.com//p/steve-madden-jammin-dark-tan/product/9132447/color/342,Jammin,Oxfords,Steve Madden
6968386f-513b-4217-9f8e-7dc6716132a8,https://www.zappos.com//p/vans-old-skooll-madder-brown-true-white/product/7166039/color/693980,Old Skool™,Sneakers & Athletic Shoes,Vans
93bf2530-38cb-47c7-9e97-af8dcf5a2aaf,https://www.zappos.com//p/cole-haan-zerogrand-stitchlite-winterized-oxford-blueberry-knit-misty-rose/product/9174780/color/796498,Zerogrand Stitchlite Winterized Oxford,Sneakers & Athletic Shoes,Cole Haan
d2668041-bb1d-47ae-ab36-8fb88c2bd8e6,https://www.zappos.com//p/ugg-kamile-black/product/8978107/color/3,Kamile,Sandals,UGG
019b1849-ebe3-49d5-9a0e-aded86e49adc,https://www.zappos.com//p/ugg-kamile-white/product/8978107/color/14,Kamile,Sandals,UGG
0acc6d3e-96e5-4e05-aacc-378cf16c13e6,https://www.zappos.com//p/ugg-kamile-metallic-gold/product/8978106/color/385,Kamile Metallic,Sandals,UGG
9dd06261-8d6d-47f5-a471-3669e40406ee,https://www.zappos.com//p/ugg-joan-seashell-pink/product/9176111/color/40014,Joan,Heels,UGG
f3c659a2-a41d-4920-a2d6-41579698eb77,https://www.zappos.com//p/sperry-oasis-canal-canvas-grey/product/9042681/color/401,Oasis Canal Canvas,Boat Shoes,Sperry
18827f90-8f0d-4a15-a376-734fa046aa6a,https://www.zappos.com//p/sperry-songfish-flooded-grey/product/9042684/color/401,Songfish Flooded,Boat Shoes,Sperry
5cd881f8-2f12-4cec-8b55-a0c0fc834cb7,https://www.zappos.com//p/stuart-weitzman-wells-black-suede/product/9091219/color/106,Wells,Loafers,Stuart Weitzman
a8d4d3dc-eb19-4447-a8d0-df2cd974dce5,https://www.zappos.com//p/eileen-fisher-kipling-black-nubuck/product/9091221/color/84,Kipling,Sneakers & Athletic Shoes,Eileen Fisher
aeecc389-f289-4b5c-981d-15c9934c25ab,https://www.zappos.com//p/frye-carson-ballet-dark-brown-antique-soft-full-grain/product/7648411/color/248973,Carson Ballet,Flats,Frye
4c5cd236-6d5b-4093-9624-537a979e62ff,https://www.zappos.com//p/blowfish-kids-bader-k-little-kid-big-kid-coffe-texas-pu/product/8924581/color/705793,Bader-K (Little Kid/Big Kid),Boots,Blowfish Kids
ef14d230-b7dd-4111-bae2-2d2dadfb9980,https://www.zappos.com//p/sperry-seaside-suede-rose-dust/product/9042734/color/190586,Seaside Suede,Sneakers & Athletic Shoes,Sperry
83e86ad8-b9b7-483b-91fb-f4ff5d763249,https://www.zappos.com//p/sorel-1964-pac-nylon-nutmeg-black/product/8352174/color/522595,1964 Pac Nylon,Boots,SOREL
c83d4ab7-54c8-4fa4-82e0-981cb99b6107,https://www.zappos.com//p/new-balance-1260-v7-pacific-black-flame/product/8906893/color/730017,1260 V7,Sneakers & Athletic Shoes,New Balance
8d982a4f-f4c7-48b4-a354-5825d1c8b808,https://www.zappos.com//p/olukai-ohana-kona-kona/product/7508725/color/186560,Ohana,Sandals,OluKai
2386dc00-0056-47a3-aee9-e8b9db71c749,https://www.zappos.com//p/under-armour-kids-ua-x-level-scramjet-big-kid-black-steel-black/product/8796784/color/54057,UA X Level Scramjet (Big Kid),Sneakers & Athletic Shoes,Under Armour Kids
e3220bf1-7e2c-4c42-8202-4e41fe6a3777,https://www.zappos.com//p/lugz-mantle-mid-asphalt-dark-asphalt-black/product/8956075/color/747885,Mantle Mid,Boots,Lugz
7a37dfda-6094-42d3-b978-84d198b5effd,https://www.zappos.com//p/converse-kids-one-star-ox-infant-toddler-storm-pink-egret-desert-peach/product/9205643/color/759126,One Star - Ox (Infant/Toddler),Sneakers & Athletic Shoes,Converse Kids
0acab435-fb4c-4be2-89cc-346d164e378c,https://www.zappos.com//p/aldo-gloacia-bone-miscellaneous/product/9127924/color/493329,Gloacia,Flats,ALDO
7988c268-4a3d-40da-9c5f-b8632b717687,https://www.zappos.com//p/adidas-running-solar-boost-tech-ink-grey-two-hi-res-orange/product/8560891/color/749901,Solar Boost,Sneakers & Athletic Shoes,adidas Running
1521bfca-9293-49b6-ba25-6a197680f88f,https://www.zappos.com//p/naturalizer-daria-black-suede/product/9180656/color/106,Daria,Heels,Naturalizer
cc25c727-f205-43ac-9105-03f2f0a019d9,https://www.zappos.com//p/gentle-souls-by-kenneth-cole-bay-braid-black-black/product/7337584/color/183092,Bay Braid,Flats,Gentle Souls by Kenneth Cole
9b9964e9-9e67-43c4-8731-3598ace63433,https://www.zappos.com//p/sanuk-yoga-mat-white/product/7530233/color/14,Yoga Mat,Sandals,Sanuk
bfb2f19b-8ed3-47a6-8f7e-2ac531153452,https://www.zappos.com//p/nike-kids-sunray-protect-2-little-kid-black-white/product/8971585/color/151,Sunray Protect 2 (Little Kid),Sandals,Nike Kids
e943a565-f019-446b-971b-2fdd1df3aa96,https://www.zappos.com//p/naturalizer-emiline-black-microfiber/product/8903859/color/78,Emiline,Loafers,Naturalizer
5ef480dd-cad1-498e-b071-a64949737433,https://www.zappos.com//p/naturalizer-andie-navy-textured/product/9063564/color/351298,Andie,Loafers,Naturalizer
5a24cf3c-1f52-4307-bdb1-c59013f15ec1,https://www.zappos.com//p/new-balance-coast-v4-digi-camo-phantom-castlerock/product/9084513/color/726634,Coast v4 Digi Camo,Sneakers & Athletic Shoes,New Balance
249e9176-c7fc-49a0-9dcc-7f737728978b,https://www.zappos.com//p/naturalizer-andie-huckleberry-patent-leather/product/9063564/color/772667,Andie,Loafers,Naturalizer
8ad2cd52-0783-48de-b49a-529c6192dbe5,https://www.zappos.com//p/pearl-izumi-x-road-fuel-iv-black-atomic-blue/product/8623789/color/392123,X-Road Fuel IV,Sneakers & Athletic Shoes,Pearl Izumi
64074a03-7f57-4593-ab43-6da39336d09e,https://www.zappos.com//p/keen-utility-detroit-xt-mid-soft-toe-waterproof-black-olive-leather-brown/product/9191998/color/272651,Detroit XT Mid Soft Toe Waterproof,Boots,Keen Utility
7da5449d-3db5-4f3c-ac92-218eb0ad80b4,https://www.zappos.com//p/steve-madden-jessy-slide-flat-sandal-nude-leather/product/9049614/color/24132,Jessy Slide Flat Sandal,Sandals,Steve Madden
